,Population
290,6.0
291,14.0
292,0.0
293,0.0
294,0.0
295,14.0
296,0.0
297,0.0
298,8.0
299,12.0
300,0.0
301,13.0
302,11.0
303,12.0
304,14.0
305,7.0
306,0.0
307,11.0
308,14.0
309,0.0
310,14.0
311,0.0
312,0.0
313,14.0
314,2.0
315,14.0
316,24.0
317,0.0
318,0.0
319,12.0
320,11.0
321,4.0
322,14.0
323,14.0
324,14.0
325,0.0
326,12.0
327,3.0
328,0.0
329,12.0
330,14.0
331,0.0
332,8.0
333,8.0
334,0.0
335,12.0
336,7.0
337,0.0
338,24.0
339,0.0
340,0.0
341,0.0
342,12.0
343,12.0
344,0.0
345,0.0
346,14.0
347,7.0
348,0.0
349,14.0
350,8.0
351,0.0
352,15.0
353,14.0
354,13.0
355,12.0
356,0.0
357,1.0
358,13.0
359,0.0
360,14.0
361,11.0
362,12.0
363,11.0
364,14.0
365,7.0
366,12.0
367,0.0
368,7.0
369,14.0
370,24.0
371,12.0
372,11.0
373,3.0
374,12.0
375,0.0
376,12.0
377,11.0
378,14.0
379,0.0
380,0.0
381,12.0
382,12.0
383,0.0
384,0.0
385,12.0
386,11.0
387,20.0
388,11.0
389,8.0
390,14.0
391,0.0
392,0.0
393,12.0
394,17.0
395,0.0
396,0.0
397,7.0
398,0.0
399,0.0
400,0.0
401,14.0
402,12.0
403,24.0
404,13.0
405,24.0
406,12.0
407,12.0
408,12.0
409,0.0
410,0.0
411,12.0
412,0.0
413,14.0
414,0.0
415,14.0
416,14.0
417,0.0
418,8.0
419,0.0
420,24.0
421,0.0
422,12.0
423,4.0
424,4.0
425,12.0
426,0.0
427,11.0
428,1.0
429,14.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,9.0
436,20.0
437,0.0
438,0.0
439,4.0
440,0.0
441,14.0
442,12.0
443,12.0
444,0.0
445,13.0
446,12.0
447,20.0
448,12.0
449,0.0
450,19.0
451,14.0
452,11.0
453,4.0
454,0.0
455,14.0
456,8.0
457,0.0
458,0.0
459,11.0
460,0.0
461,0.0
462,11.0
463,0.0
464,8.0
465,0.0
466,12.0
467,24.0
468,7.0
469,0.0
470,7.0
471,12.0
472,11.0
473,0.0
474,12.0
475,14.0
476,14.0
477,14.0
478,12.0
479,8.0
480,0.0
481,14.0
482,7.0
483,7.0
484,12.0
485,18.0
486,12.0
487,14.0
488,17.0
489,11.0
490,0.0
491,14.0
492,0.0
493,24.0
494,0.0
495,8.0
496,14.0
497,7.0
498,0.0
499,0.0
500,11.0
501,15.0
502,12.0
503,0.0
504,0.0
505,14.0
506,7.0
507,0.0
508,11.0
509,0.0
510,0.0
511,0.0
512,13.0
513,0.0
514,0.0
515,0.0
516,24.0
517,8.0
518,12.0
519,12.0
520,0.0
521,14.0
522,12.0
523,0.0
524,14.0
525,12.0
526,14.0
527,11.0
528,24.0
529,24.0
530,0.0
531,13.0
532,7.0
533,14.0
534,0.0
535,11.0
536,0.0
537,0.0
538,0.0
539,24.0
540,7.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,12.0
548,12.0
549,0.0
550,24.0
551,0.0
552,13.0
553,7.0
554,12.0
555,12.0
556,11.0
557,0.0
558,12.0
559,11.0
560,0.0
561,0.0
562,14.0
563,19.0
564,14.0
565,2.0
566,0.0
567,0.0
568,0.0
569,12.0
570,14.0
571,12.0
572,13.0
573,12.0
574,8.0
575,13.0
576,12.0
577,12.0
578,12.0
579,0.0
580,12.0
581,0.0
582,0.0
583,14.0
584,12.0
585,12.0
586,0.0
587,13.0
588,13.0
589,24.0
590,15.0
591,1.0
592,0.0
593,0.0
594,14.0
595,12.0
596,14.0
597,0.0
598,0.0
599,14.0
600,0.0
601,24.0
602,0.0
603,24.0
604,24.0
605,0.0
606,14.0
607,0.0
608,0.0
609,14.0
610,0.0
611,14.0
612,11.0
613,14.0
614,12.0
615,12.0
616,0.0
617,0.0
618,14.0
619,0.0
620,0.0
621,0.0
622,0.0
623,19.0
624,19.0
625,0.0
626,2.0
627,12.0
628,14.0
629,11.0
630,0.0
631,18.0
632,11.0
633,12.0
634,11.0
635,0.0
636,12.0
637,8.0
638,14.0
639,14.0
640,0.0
641,12.0
642,12.0
643,12.0
644,11.0
645,14.0
646,12.0
647,0.0
648,0.0
649,0.0
650,0.0
651,13.0
652,11.0
653,7.0
654,0.0
655,14.0
656,0.0
657,0.0
658,9.0
659,0.0
660,0.0
661,8.0
662,0.0
663,8.0
664,0.0
665,12.0
666,11.0
667,0.0
668,13.0
669,18.0
670,0.0
671,0.0
672,12.0
673,11.0
674,14.0
675,0.0
676,11.0
677,0.0
678,24.0
679,0.0
680,0.0
681,13.0
682,0.0
683,7.0
684,11.0
685,0.0
686,14.0
687,0.0
688,14.0
689,0.0
690,0.0
691,0.0
692,8.0
693,0.0
694,19.0
695,0.0
696,0.0
697,0.0
698,14.0
699,13.0
700,0.0
701,3.0
702,0.0
703,0.0
704,12.0
705,0.0
706,11.0
707,0.0
708,24.0
709,11.0
710,2.0
711,0.0
712,0.0
713,0.0
714,12.0
715,11.0
716,0.0
717,0.0
718,12.0
719,0.0
720,18.0
721,14.0
722,12.0
723,0.0
724,8.0
725,24.0
726,7.0
727,0.0
728,0.0
729,12.0
730,14.0
731,7.0
732,0.0
733,0.0
734,0.0
735,0.0
736,12.0
737,0.0
738,14.0
739,0.0
740,0.0
741,0.0
742,14.0
743,0.0
744,0.0
745,20.0
746,0.0
747,14.0
748,14.0
749,0.0
750,0.0
751,12.0
752,7.0
753,14.0
754,12.0
755,0.0
756,11.0
757,0.0
758,14.0
759,4.0
760,12.0
761,0.0
762,14.0
763,8.0
764,0.0
765,12.0
766,7.0
767,8.0
768,0.0
769,12.0
770,0.0
771,0.0
772,14.0
773,0.0
774,24.0
775,0.0
776,0.0
777,7.0
778,0.0
779,7.0
780,0.0
781,0.0
782,24.0
783,7.0
784,0.0
785,0.0
786,13.0
787,11.0
788,14.0
789,0.0
790,0.0
791,14.0
792,0.0
793,12.0
794,0.0
795,19.0
796,12.0
797,0.0
798,0.0
799,0.0
800,3.0
801,0.0
802,12.0
803,0.0
804,24.0
805,14.0
806,8.0
807,11.0
808,0.0
809,14.0
810,8.0
811,0.0
812,15.0
813,14.0
814,0.0
815,24.0
816,4.0
817,20.0
818,0.0
819,0.0
820,0.0
821,7.0
822,0.0
823,14.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,14.0
830,0.0
831,1.0
832,0.0
833,12.0
834,4.0
835,0.0
836,14.0
837,7.0
838,7.0
839,0.0
840,0.0
841,0.0
842,0.0
843,8.0
844,0.0
845,14.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,11.0
854,0.0
855,14.0
856,0.0
857,7.0
858,12.0
859,0.0
860,12.0
861,0.0
862,14.0
863,0.0
864,14.0
865,0.0
866,0.0
867,7.0
868,0.0
869,12.0
870,12.0
871,7.0
872,11.0
873,0.0
874,0.0
875,8.0
876,14.0
877,24.0
878,14.0
879,0.0
880,11.0
881,9.0
882,8.0
883,12.0
884,13.0
885,0.0
886,3.0
887,8.0
888,11.0
889,0.0
890,0.0
891,11.0
892,0.0
893,0.0
894,0.0
895,14.0
896,7.0
897,19.0
898,0.0
899,0.0
900,14.0
901,14.0
902,24.0
903,0.0
904,4.0
905,7.0
906,0.0
907,0.0
908,0.0
909,12.0
910,8.0
911,12.0
912,12.0
913,0.0
914,0.0
915,0.0
916,15.0
917,0.0
918,14.0
919,0.0
920,7.0
921,7.0
922,11.0
923,0.0
924,0.0
925,0.0
926,0.0
927,14.0
928,12.0
929,0.0
930,0.0
931,11.0
932,0.0
933,0.0
934,11.0
935,14.0
936,8.0
937,9.0
938,12.0
939,12.0
940,12.0
941,7.0
942,2.0
943,8.0
944,0.0
945,14.0
946,14.0
947,14.0
948,0.0
949,0.0
950,14.0
951,12.0
952,19.0
953,0.0
954,12.0
955,12.0
956,0.0
957,0.0
958,0.0
959,2.0
960,0.0
961,11.0
962,0.0
963,14.0
964,0.0
965,14.0
966,0.0
967,14.0
968,14.0
969,0.0
970,14.0
971,0.0
972,13.0
973,12.0
974,0.0
975,12.0
976,0.0
977,11.0
978,0.0
979,0.0
980,12.0
981,0.0
982,14.0
983,0.0
984,14.0
985,0.0
986,14.0
987,14.0
988,12.0
989,14.0
990,0.0
991,14.0
992,0.0
993,0.0
994,24.0
995,0.0
996,0.0
997,8.0
998,0.0
999,20.0
1000,12.0
1001,4.0
1002,11.0
1003,8.0
1004,12.0
1005,0.0
1006,8.0
1007,7.0
1008,14.0
1009,0.0
1010,19.0
1011,24.0
1012,0.0
1013,0.0
1014,14.0
1015,0.0
1016,4.0
1017,13.0
1018,14.0
1019,4.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,24.0
1025,13.0
1026,8.0
1027,0.0
1028,0.0
1029,11.0
1030,14.0
1031,13.0
1032,0.0
1033,0.0
1034,0.0
1035,12.0
1036,13.0
1037,7.0
1038,0.0
1039,0.0
1040,11.0
1041,0.0
1042,14.0
1043,12.0
1044,24.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,20.0
1050,3.0
1051,12.0
1052,14.0
1053,0.0
1054,0.0
1055,14.0
1056,11.0
1057,13.0
1058,0.0
1059,0.0
1060,11.0
1061,14.0
1062,7.0
1063,11.0
1064,8.0
1065,0.0
1066,0.0
1067,12.0
1068,14.0
1069,24.0
1070,7.0
1071,0.0
1072,8.0
1073,4.0
1074,0.0
1075,14.0
1076,15.0
1077,13.0
1078,0.0
1079,0.0
1080,14.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,8.0
1086,12.0
1087,0.0
1088,13.0
1089,0.0
1090,0.0
1091,0.0
1092,13.0
1093,9.0
1094,0.0
1095,14.0
1096,0.0
1097,14.0
1098,11.0
1099,11.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,12.0
1105,12.0
1106,12.0
1107,0.0
1108,12.0
1109,19.0
1110,0.0
1111,0.0
1112,0.0
1113,14.0
1114,13.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,7.0
1120,14.0
1121,12.0
1122,12.0
1123,0.0
1124,0.0
1125,11.0
1126,2.0
1127,7.0
1128,0.0
1129,18.0
1130,11.0
1131,11.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,12.0
1138,7.0
1139,14.0
1140,12.0
1141,13.0
1142,0.0
1143,0.0
1144,14.0
1145,20.0
1146,12.0
1147,0.0
1148,12.0
1149,12.0
1150,14.0
1151,14.0
1152,11.0
1153,11.0
1154,0.0
1155,0.0
1156,12.0
1157,0.0
1158,12.0
1159,24.0
1160,0.0
1161,14.0
1162,14.0
1163,0.0
1164,12.0
1165,8.0
1166,8.0
1167,0.0
1168,12.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,12.0
1175,14.0
1176,0.0
1177,12.0
1178,0.0
1179,7.0
1180,12.0
1181,12.0
1182,0.0
1183,0.0
1184,7.0
1185,12.0
1186,12.0
1187,0.0
1188,11.0
1189,1.0
1190,0.0
1191,11.0
1192,0.0
1193,0.0
1194,24.0
1195,0.0
1196,8.0
1197,0.0
1198,14.0
1199,7.0
1200,0.0
1201,0.0
1202,0.0
1203,3.0
1204,0.0
1205,11.0
1206,13.0
1207,12.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,11.0
1214,2.0
1215,24.0
1216,0.0
1217,0.0
1218,0.0
1219,7.0
1220,0.0
1221,0.0
1222,12.0
1223,14.0
1224,11.0
1225,0.0
1226,0.0
1227,13.0
1228,8.0
1229,0.0
1230,12.0
1231,11.0
1232,0.0
1233,4.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,7.0
1239,0.0
1240,0.0
1241,0.0
1242,8.0
1243,12.0
1244,1.0
1245,0.0
1246,3.0
1247,8.0
1248,11.0
1249,12.0
1250,7.0
1251,20.0
1252,0.0
1253,0.0
1254,19.0
1255,0.0
1256,11.0
1257,0.0
1258,14.0
1259,0.0
1260,11.0
1261,0.0
1262,0.0
1263,0.0
1264,17.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,7.0
1270,0.0
1271,14.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,8.0
1277,12.0
1278,0.0
1279,4.0
1280,24.0
1281,11.0
1282,11.0
1283,14.0
1284,24.0
1285,0.0
1286,0.0
1287,12.0
1288,12.0
1289,7.0
1290,0.0
1291,7.0
1292,11.0
1293,0.0
1294,12.0
1295,14.0
1296,0.0
1297,7.0
1298,0.0
1299,14.0
1300,11.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,1.0
1306,24.0
1307,14.0
1308,0.0
1309,4.0
1310,0.0
1311,0.0
1312,0.0
1313,11.0
1314,0.0
1315,0.0
1316,7.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,12.0
1322,14.0
1323,12.0
1324,0.0
1325,21.0
1326,12.0
1327,0.0
1328,0.0
1329,14.0
1330,7.0
1331,14.0
1332,14.0
1333,12.0
1334,14.0
1335,12.0
1336,12.0
1337,14.0
1338,15.0
1339,11.0
1340,0.0
1341,0.0
1342,0.0
1343,13.0
1344,14.0
1345,0.0
1346,7.0
1347,12.0
1348,0.0
1349,14.0
1350,0.0
1351,8.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,20.0
1357,12.0
1358,11.0
1359,12.0
1360,14.0
1361,11.0
1362,11.0
1363,12.0
1364,8.0
1365,12.0
1366,14.0
1367,14.0
1368,12.0
1369,0.0
1370,0.0
1371,0.0
1372,7.0
1373,0.0
1374,14.0
1375,0.0
1376,19.0
1377,11.0
1378,0.0
1379,12.0
1380,0.0
1381,0.0
1382,12.0
1383,0.0
1384,0.0
1385,0.0
1386,12.0
1387,0.0
1388,0.0
1389,20.0
1390,8.0
1391,24.0
1392,8.0
1393,0.0
1394,12.0
1395,11.0
1396,0.0
1397,7.0
1398,11.0
1399,0.0
1400,14.0
1401,13.0
1402,0.0
1403,4.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,12.0
1411,4.0
1412,19.0
1413,13.0
1414,0.0
1415,15.0
1416,12.0
1417,11.0
1418,12.0
1419,0.0
1420,0.0
1421,0.0
1422,14.0
1423,0.0
1424,12.0
1425,14.0
1426,0.0
1427,0.0
1428,14.0
1429,0.0
1430,20.0
1431,12.0
1432,11.0
1433,0.0
1434,0.0
1435,12.0
1436,20.0
1437,7.0
1438,12.0
1439,7.0
1440,12.0
1441,0.0
1442,13.0
1443,14.0
1444,12.0
1445,14.0
1446,0.0
1447,12.0
1448,7.0
1449,12.0
1450,0.0
1451,12.0
1452,4.0
1453,0.0
1454,24.0
1455,12.0
1456,0.0
1457,7.0
1458,0.0
1459,0.0
1460,14.0
1461,0.0
1462,20.0
1463,7.0
1464,14.0
1465,12.0
1466,0.0
1467,13.0
1468,20.0
1469,20.0
1470,20.0
1471,14.0
1472,0.0
1473,14.0
1474,0.0
1475,0.0
1476,0.0
1477,12.0
1478,12.0
1479,0.0
1480,0.0
1481,14.0
1482,12.0
1483,0.0
1484,11.0
1485,0.0
1486,0.0
1487,7.0
1488,0.0
1489,23.0
1490,7.0
1491,0.0
1492,11.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,8.0
1498,24.0
1499,7.0
1500,17.0
1501,24.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,12.0
1509,11.0
1510,0.0
1511,13.0
1512,8.0
1513,12.0
1514,0.0
1515,11.0
1516,14.0
1517,12.0
1518,14.0
1519,8.0
1520,0.0
1521,7.0
1522,13.0
1523,0.0
1524,0.0
1525,24.0
1526,12.0
1527,9.0
1528,11.0
1529,14.0
1530,0.0
1531,0.0
1532,14.0
1533,0.0
1534,19.0
1535,13.0
1536,0.0
1537,17.0
1538,0.0
1539,0.0
1540,7.0
1541,0.0
1542,0.0
1543,11.0
1544,13.0
1545,0.0
1546,13.0
1547,7.0
1548,12.0
1549,0.0
1550,0.0
1551,0.0
1552,11.0
1553,0.0
1554,19.0
1555,12.0
1556,14.0
1557,8.0
1558,11.0
1559,0.0
1560,0.0
1561,14.0
1562,12.0
1563,14.0
1564,0.0
1565,24.0
1566,0.0
1567,19.0
1568,12.0
1569,0.0
1570,7.0
1571,0.0
1572,0.0
1573,0.0
1574,14.0
1575,11.0
1576,14.0
1577,4.0
1578,0.0
1579,20.0
1580,12.0
1581,4.0
1582,12.0
1583,12.0
1584,12.0
1585,14.0
1586,0.0
1587,12.0
1588,12.0
1589,0.0
1590,0.0
1591,12.0
1592,0.0
1593,15.0
1594,0.0
1595,0.0
1596,0.0
1597,14.0
1598,7.0
1599,0.0
1600,0.0
1601,11.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,5.0
1607,12.0
1608,20.0
1609,0.0
1610,14.0
1611,0.0
1612,0.0
1613,12.0
1614,0.0
1615,11.0
1616,12.0
1617,0.0
1618,14.0
1619,0.0
1620,12.0
1621,0.0
1622,12.0
1623,0.0
1624,0.0
1625,14.0
1626,8.0
1627,0.0
1628,0.0
1629,8.0
1630,0.0
1631,7.0
1632,8.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,14.0
1638,7.0
1639,14.0
1640,0.0
1641,14.0
1642,5.0
1643,0.0
1644,7.0
1645,0.0
1646,12.0
1647,7.0
1648,14.0
1649,24.0
1650,0.0
1651,0.0
1652,0.0
1653,12.0
1654,8.0
1655,0.0
1656,0.0
1657,8.0
1658,0.0
1659,14.0
1660,0.0
1661,0.0
1662,0.0
1663,12.0
1664,11.0
1665,7.0
1666,12.0
1667,12.0
1668,12.0
1669,11.0
1670,1.0
1671,11.0
1672,0.0
1673,14.0
1674,11.0
1675,14.0
1676,0.0
1677,13.0
1678,0.0
1679,0.0
1680,0.0
1681,12.0
1682,11.0
1683,0.0
1684,14.0
1685,12.0
1686,0.0
1687,0.0
1688,9.0
1689,0.0
1690,14.0
1691,0.0
1692,14.0
1693,12.0
1694,0.0
1695,0.0
1696,8.0
1697,7.0
1698,12.0
1699,0.0
1700,0.0
1701,14.0
1702,24.0
1703,11.0
1704,7.0
1705,0.0
1706,4.0
1707,14.0
1708,8.0
1709,12.0
1710,0.0
1711,0.0
1712,12.0
1713,8.0
1714,8.0
1715,0.0
1716,0.0
1717,19.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,21.0
1723,0.0
1724,1.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,14.0
1730,1.0
1731,11.0
1732,0.0
1733,0.0
1734,6.0
1735,0.0
1736,0.0
1737,12.0
1738,13.0
1739,0.0
1740,24.0
1741,14.0
1742,12.0
1743,4.0
1744,0.0
1745,0.0
1746,0.0
1747,20.0
1748,7.0
1749,0.0
1750,8.0
1751,0.0
1752,0.0
1753,0.0
1754,12.0
1755,24.0
1756,0.0
1757,12.0
1758,12.0
1759,12.0
1760,12.0
1761,12.0
1762,14.0
1763,12.0
1764,7.0
1765,0.0
1766,11.0
1767,0.0
1768,0.0
1769,11.0
1770,0.0
1771,12.0
1772,0.0
1773,14.0
1774,11.0
1775,0.0
1776,0.0
1777,0.0
1778,12.0
1779,0.0
1780,24.0
1781,13.0
1782,11.0
1783,0.0
1784,0.0
1785,24.0
1786,0.0
1787,0.0
1788,0.0
1789,19.0
1790,8.0
1791,0.0
1792,7.0
1793,15.0
1794,0.0
1795,0.0
1796,0.0
1797,24.0
1798,0.0
1799,24.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,20.0
1805,11.0
1806,11.0
1807,0.0
1808,0.0
1809,4.0
1810,12.0
1811,0.0
1812,12.0
1813,24.0
1814,0.0
1815,11.0
1816,11.0
1817,0.0
1818,12.0
1819,14.0
1820,11.0
1821,11.0
1822,14.0
1823,13.0
1824,0.0
1825,11.0
1826,16.0
1827,0.0
1828,14.0
1829,0.0
1830,12.0
1831,0.0
1832,12.0
1833,12.0
1834,0.0
1835,14.0
1836,0.0
1837,0.0
1838,13.0
1839,0.0
1840,0.0
1841,14.0
1842,24.0
1843,0.0
1844,0.0
1845,7.0
1846,0.0
1847,14.0
1848,0.0
1849,17.0
1850,12.0
1851,12.0
1852,14.0
1853,14.0
1854,12.0
1855,19.0
1856,8.0
1857,12.0
1858,3.0
1859,20.0
1860,12.0
1861,0.0
1862,0.0
1863,0.0
1864,24.0
1865,0.0
1866,0.0
1867,14.0
1868,0.0
1869,0.0
1870,14.0
1871,11.0
1872,7.0
1873,0.0
1874,0.0
1875,14.0
1876,14.0
1877,8.0
1878,0.0
1879,11.0
1880,4.0
1881,0.0
1882,8.0
1883,14.0
1884,12.0
1885,11.0
1886,0.0
1887,0.0
1888,12.0
1889,11.0
1890,0.0
1891,0.0
1892,12.0
1893,0.0
1894,11.0
1895,8.0
1896,24.0
1897,0.0
1898,0.0
1899,14.0
1900,12.0
1901,11.0
1902,0.0
1903,0.0
1904,14.0
1905,0.0
1906,12.0
1907,12.0
1908,14.0
1909,0.0
1910,14.0
1911,0.0
1912,12.0
1913,0.0
1914,12.0
1915,14.0
1916,19.0
1917,14.0
1918,0.0
1919,0.0
1920,7.0
1921,8.0
1922,12.0
1923,12.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,7.0
1931,0.0
1932,12.0
1933,3.0
1934,12.0
1935,12.0
1936,11.0
1937,14.0
1938,7.0
1939,18.0
1940,14.0
1941,13.0
1942,0.0
1943,0.0
1944,11.0
1945,8.0
1946,11.0
1947,0.0
1948,14.0
1949,12.0
1950,13.0
1951,9.0
1952,0.0
1953,5.0
1954,0.0
1955,0.0
1956,12.0
1957,0.0
1958,15.0
1959,14.0
1960,7.0
1961,0.0
1962,0.0
1963,12.0
1964,0.0
1965,12.0
1966,24.0
1967,0.0
1968,14.0
1969,12.0
1970,0.0
1971,0.0
1972,20.0
1973,19.0
1974,0.0
1975,0.0
1976,0.0
1977,7.0
1978,0.0
1979,0.0
1980,0.0
1981,14.0
1982,0.0
1983,0.0
1984,24.0
1985,8.0
1986,8.0
1987,14.0
1988,0.0
1989,11.0
1990,8.0
1991,0.0
1992,7.0
1993,12.0
1994,24.0
1995,14.0
1996,0.0
1997,12.0
1998,9.0
1999,11.0
2000,7.0
2001,11.0
2002,1.0
2003,0.0
2004,12.0
2005,0.0
2006,0.0
2007,12.0
2008,0.0
2009,0.0
2010,12.0
2011,0.0
2012,0.0
2013,11.0
2014,0.0
2015,12.0
2016,11.0
2017,12.0
2018,11.0
2019,14.0
2020,14.0
2021,0.0
2022,8.0
2023,18.0
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,2.0
2029,24.0
2030,0.0
2031,14.0
2032,12.0
2033,8.0
2034,0.0
2035,0.0
2036,7.0
2037,11.0
2038,11.0
2039,0.0
2040,8.0
2041,0.0
2042,12.0
2043,24.0
2044,12.0
2045,14.0
2046,0.0
2047,14.0
2048,0.0
2049,13.0
2050,20.0
2051,0.0
2052,11.0
2053,7.0
2054,0.0
2055,0.0
2056,0.0
2057,14.0
2058,15.0
2059,11.0
2060,0.0
2061,8.0
2062,0.0
2063,0.0
2064,0.0
2065,8.0
2066,4.0
2067,8.0
2068,8.0
2069,11.0
2070,0.0
2071,7.0
2072,0.0
2073,0.0
2074,14.0
2075,12.0
2076,6.0
2077,0.0
2078,11.0
2079,9.0
2080,0.0
2081,0.0
2082,0.0
2083,12.0
2084,0.0
2085,6.0
2086,7.0
2087,15.0
2088,11.0
2089,8.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,12.0
2096,0.0
2097,11.0
2098,14.0
2099,12.0
2100,0.0
2101,0.0
2102,8.0
2103,0.0
2104,0.0
2105,7.0
2106,14.0
2107,0.0
2108,14.0
2109,0.0
2110,12.0
2111,11.0
2112,4.0
2113,13.0
2114,24.0
2115,19.0
2116,8.0
2117,4.0
2118,14.0
2119,12.0
2120,0.0
2121,14.0
2122,0.0
2123,14.0
2124,0.0
2125,14.0
2126,0.0
2127,0.0
2128,14.0
2129,12.0
2130,0.0
2131,19.0
2132,11.0
2133,0.0
2134,7.0
2135,24.0
2136,0.0
2137,0.0
2138,12.0
2139,0.0
2140,0.0
