,Population
208,7.0
209,24.0
210,8.0
211,0.0
212,12.0
213,3.0
214,7.0
215,8.0
216,19.0
217,0.0
218,7.0
219,14.0
220,17.0
221,7.0
222,8.0
223,7.0
224,24.0
225,0.0
226,11.0
227,14.0
228,3.0
229,0.0
230,14.0
231,7.0
232,12.0
233,0.0
234,0.0
235,7.0
236,7.0
237,11.0
238,0.0
239,0.0
240,0.0
241,12.0
242,14.0
243,12.0
244,24.0
245,0.0
246,7.0
247,0.0
248,0.0
249,9.0
250,11.0
251,0.0
252,11.0
253,0.0
254,14.0
255,11.0
256,12.0
257,14.0
258,7.0
259,0.0
260,0.0
261,11.0
262,3.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,7.0
271,0.0
272,0.0
273,7.0
274,12.0
275,0.0
276,0.0
277,0.0
278,8.0
279,14.0
280,7.0
281,0.0
282,0.0
283,11.0
284,0.0
285,8.0
286,0.0
287,0.0
288,0.0
289,11.0
290,11.0
291,12.0
292,7.0
293,12.0
294,12.0
295,9.0
296,14.0
297,15.0
298,11.0
299,7.0
300,24.0
301,12.0
302,7.0
303,8.0
304,0.0
305,8.0
306,7.0
307,15.0
308,13.0
309,0.0
310,11.0
311,11.0
312,12.0
313,13.0
314,7.0
315,12.0
316,14.0
317,0.0
318,12.0
319,8.0
320,0.0
321,11.0
322,7.0
323,7.0
324,7.0
325,7.0
326,11.0
327,19.0
328,0.0
329,7.0
330,0.0
331,7.0
332,0.0
333,24.0
334,19.0
335,24.0
336,12.0
337,3.0
338,0.0
339,14.0
340,0.0
341,12.0
342,0.0
343,24.0
344,7.0
345,0.0
346,8.0
347,0.0
348,8.0
349,0.0
350,12.0
351,0.0
352,7.0
353,12.0
354,14.0
355,11.0
356,12.0
357,11.0
358,0.0
359,7.0
360,7.0
361,3.0
362,0.0
363,12.0
364,0.0
365,7.0
366,24.0
367,0.0
368,0.0
369,0.0
370,11.0
371,14.0
372,7.0
373,24.0
374,0.0
375,0.0
376,7.0
377,0.0
378,0.0
379,0.0
380,7.0
381,12.0
382,7.0
383,8.0
384,0.0
385,18.0
386,14.0
387,7.0
388,8.0
389,0.0
390,14.0
391,0.0
392,0.0
393,0.0
394,0.0
395,12.0
396,14.0
397,12.0
398,12.0
399,0.0
400,0.0
401,14.0
402,14.0
403,7.0
404,0.0
405,0.0
406,14.0
407,8.0
408,4.0
409,8.0
410,0.0
411,19.0
412,12.0
413,9.0
414,7.0
415,14.0
416,12.0
417,7.0
418,0.0
419,8.0
420,0.0
421,8.0
422,0.0
423,0.0
424,0.0
425,14.0
426,11.0
427,7.0
428,14.0
429,0.0
430,12.0
431,14.0
432,0.0
433,19.0
434,3.0
435,0.0
436,8.0
437,8.0
438,8.0
439,0.0
440,14.0
441,0.0
442,2.0
443,0.0
444,8.0
445,11.0
446,14.0
447,0.0
448,0.0
449,8.0
450,0.0
451,3.0
452,7.0
453,8.0
454,2.0
455,11.0
456,7.0
457,20.0
458,17.0
459,0.0
460,8.0
461,7.0
462,12.0
463,12.0
464,3.0
465,0.0
466,11.0
467,11.0
468,0.0
469,14.0
470,8.0
471,0.0
472,8.0
473,0.0
474,7.0
475,0.0
476,17.0
477,0.0
478,0.0
479,12.0
480,0.0
481,12.0
482,0.0
483,24.0
484,0.0
485,24.0
486,13.0
487,12.0
488,12.0
489,7.0
490,15.0
491,13.0
492,8.0
493,0.0
494,0.0
495,8.0
496,0.0
497,7.0
498,24.0
499,14.0
500,0.0
501,11.0
502,7.0
503,18.0
504,0.0
505,0.0
506,14.0
507,7.0
508,11.0
509,12.0
510,24.0
511,12.0
512,12.0
513,12.0
514,11.0
515,12.0
516,8.0
517,0.0
518,0.0
519,14.0
520,0.0
521,12.0
522,11.0
523,0.0
524,0.0
525,0.0
526,11.0
527,12.0
528,12.0
529,0.0
530,12.0
531,11.0
532,9.0
533,0.0
534,0.0
535,8.0
536,11.0
537,0.0
538,12.0
539,0.0
540,0.0
541,7.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,8.0
548,11.0
549,2.0
550,4.0
551,12.0
552,11.0
553,14.0
554,14.0
555,24.0
556,7.0
557,11.0
558,0.0
559,12.0
560,12.0
561,8.0
562,0.0
563,14.0
564,0.0
565,3.0
566,11.0
567,14.0
568,7.0
569,8.0
570,11.0
571,14.0
572,11.0
573,0.0
574,8.0
575,0.0
576,0.0
577,8.0
578,12.0
579,0.0
580,12.0
581,3.0
582,0.0
583,8.0
584,12.0
585,0.0
586,8.0
587,7.0
588,0.0
589,0.0
590,12.0
591,8.0
592,8.0
593,8.0
594,0.0
595,12.0
596,7.0
597,7.0
598,12.0
599,14.0
600,8.0
601,14.0
602,7.0
603,8.0
604,7.0
605,0.0
606,11.0
607,8.0
608,13.0
609,11.0
610,0.0
611,7.0
612,12.0
613,0.0
614,7.0
615,16.0
616,0.0
617,12.0
618,11.0
619,0.0
620,14.0
621,12.0
622,0.0
623,24.0
624,14.0
625,0.0
626,14.0
627,12.0
628,11.0
629,12.0
630,7.0
631,8.0
632,8.0
633,0.0
634,11.0
635,7.0
636,24.0
637,0.0
638,14.0
639,0.0
640,8.0
641,7.0
642,8.0
643,12.0
644,0.0
645,2.0
646,0.0
647,0.0
648,20.0
649,0.0
650,12.0
651,8.0
652,12.0
653,0.0
654,0.0
655,7.0
656,14.0
657,8.0
658,0.0
659,7.0
660,8.0
661,0.0
662,11.0
663,8.0
664,24.0
665,14.0
666,8.0
667,12.0
668,0.0
669,0.0
670,19.0
671,11.0
672,0.0
673,0.0
674,0.0
675,0.0
676,19.0
677,12.0
678,0.0
679,0.0
680,14.0
681,14.0
682,15.0
683,0.0
684,0.0
685,0.0
686,0.0
687,7.0
688,0.0
689,7.0
690,7.0
691,0.0
692,14.0
693,8.0
694,14.0
695,0.0
696,8.0
697,2.0
698,0.0
699,0.0
700,8.0
701,12.0
702,1.0
703,8.0
704,11.0
705,0.0
706,11.0
707,0.0
708,8.0
709,12.0
710,7.0
711,12.0
712,14.0
713,0.0
714,7.0
715,0.0
716,8.0
717,0.0
718,9.0
719,0.0
720,14.0
721,7.0
722,14.0
723,12.0
724,0.0
725,8.0
726,8.0
727,14.0
728,15.0
729,12.0
730,11.0
731,4.0
732,7.0
733,7.0
734,0.0
735,8.0
736,0.0
737,0.0
738,11.0
739,0.0
740,12.0
741,0.0
742,0.0
743,11.0
744,3.0
745,8.0
746,8.0
747,0.0
748,14.0
749,12.0
750,0.0
751,12.0
752,0.0
753,21.0
754,0.0
755,8.0
756,13.0
757,12.0
758,12.0
759,0.0
760,14.0
761,0.0
762,9.0
763,8.0
764,0.0
765,3.0
766,0.0
767,8.0
768,3.0
769,9.0
770,8.0
771,0.0
772,14.0
773,11.0
774,8.0
775,7.0
776,8.0
777,0.0
778,0.0
779,14.0
780,12.0
781,0.0
782,0.0
783,0.0
784,24.0
785,0.0
786,8.0
787,12.0
788,8.0
789,8.0
790,8.0
791,0.0
792,20.0
793,0.0
794,2.0
795,20.0
796,1.0
797,8.0
798,0.0
799,12.0
800,13.0
801,8.0
802,0.0
803,0.0
804,8.0
805,3.0
806,16.0
807,0.0
808,24.0
809,0.0
810,0.0
811,0.0
812,0.0
813,11.0
814,12.0
815,7.0
816,7.0
817,19.0
818,0.0
819,7.0
820,0.0
821,12.0
822,7.0
823,0.0
824,8.0
825,3.0
826,14.0
827,14.0
828,14.0
829,0.0
830,12.0
831,12.0
832,24.0
833,0.0
834,7.0
835,2.0
836,11.0
837,0.0
838,12.0
839,8.0
840,14.0
841,0.0
842,12.0
843,13.0
844,0.0
845,0.0
846,0.0
847,14.0
848,0.0
849,7.0
850,0.0
851,0.0
852,6.0
853,0.0
854,11.0
855,24.0
856,0.0
857,7.0
858,0.0
859,7.0
860,14.0
861,11.0
862,12.0
863,24.0
864,0.0
865,0.0
866,0.0
867,11.0
868,0.0
869,0.0
870,7.0
871,0.0
872,15.0
873,0.0
874,24.0
875,12.0
876,8.0
877,8.0
878,0.0
879,7.0
880,0.0
881,7.0
882,12.0
883,7.0
884,11.0
885,8.0
886,8.0
887,7.0
888,8.0
889,14.0
890,11.0
891,12.0
892,0.0
893,14.0
894,14.0
895,0.0
896,7.0
897,0.0
898,0.0
899,0.0
900,7.0
901,12.0
902,9.0
903,7.0
904,14.0
905,24.0
906,7.0
907,0.0
908,0.0
909,0.0
910,14.0
911,8.0
912,0.0
913,7.0
914,0.0
915,0.0
916,7.0
917,0.0
918,12.0
919,0.0
920,7.0
921,11.0
922,13.0
923,7.0
924,0.0
925,8.0
926,7.0
927,11.0
928,14.0
929,0.0
930,14.0
931,0.0
932,12.0
933,11.0
934,0.0
935,0.0
936,7.0
937,0.0
938,0.0
939,0.0
940,4.0
941,14.0
942,8.0
943,0.0
944,7.0
945,14.0
946,13.0
947,7.0
948,7.0
949,0.0
950,0.0
951,12.0
952,15.0
953,11.0
954,9.0
955,0.0
956,0.0
957,0.0
958,0.0
959,7.0
960,0.0
961,0.0
962,0.0
963,0.0
964,24.0
965,0.0
966,11.0
967,6.0
968,12.0
969,1.0
970,14.0
971,24.0
972,11.0
973,0.0
974,0.0
975,7.0
976,0.0
977,12.0
978,14.0
979,6.0
980,0.0
981,8.0
982,14.0
983,0.0
984,7.0
985,7.0
986,0.0
987,0.0
988,12.0
989,1.0
990,0.0
991,12.0
992,24.0
993,0.0
994,12.0
995,0.0
996,7.0
997,12.0
998,8.0
999,4.0
1000,14.0
1001,0.0
1002,0.0
1003,12.0
1004,4.0
1005,11.0
1006,24.0
1007,14.0
1008,0.0
1009,0.0
1010,8.0
1011,19.0
1012,0.0
1013,0.0
1014,12.0
1015,24.0
1016,7.0
1017,0.0
1018,0.0
1019,20.0
1020,12.0
1021,15.0
1022,7.0
1023,9.0
1024,12.0
1025,17.0
1026,7.0
1027,0.0
1028,8.0
1029,0.0
1030,14.0
1031,24.0
1032,0.0
1033,7.0
1034,8.0
1035,0.0
1036,12.0
1037,14.0
1038,11.0
1039,7.0
1040,0.0
1041,8.0
1042,4.0
1043,0.0
1044,14.0
1045,24.0
1046,7.0
1047,7.0
1048,14.0
1049,12.0
1050,24.0
1051,12.0
1052,8.0
1053,0.0
1054,14.0
1055,19.0
1056,7.0
1057,22.0
1058,12.0
1059,12.0
1060,24.0
1061,0.0
1062,14.0
1063,0.0
1064,12.0
1065,4.0
1066,0.0
1067,0.0
1068,11.0
1069,0.0
1070,4.0
1071,4.0
1072,0.0
1073,11.0
1074,7.0
1075,7.0
1076,0.0
1077,0.0
1078,12.0
1079,0.0
1080,0.0
1081,7.0
1082,0.0
1083,8.0
1084,12.0
1085,11.0
1086,12.0
1087,12.0
1088,11.0
1089,8.0
1090,0.0
1091,15.0
1092,7.0
1093,12.0
1094,12.0
1095,7.0
1096,12.0
1097,0.0
1098,0.0
1099,14.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,7.0
1105,0.0
1106,0.0
1107,11.0
1108,4.0
1109,0.0
1110,14.0
1111,0.0
1112,7.0
1113,0.0
1114,7.0
1115,19.0
1116,12.0
1117,11.0
1118,24.0
1119,7.0
1120,11.0
1121,0.0
1122,12.0
1123,11.0
1124,7.0
1125,2.0
1126,7.0
1127,0.0
1128,0.0
1129,14.0
1130,12.0
1131,2.0
1132,0.0
1133,14.0
1134,24.0
1135,1.0
1136,12.0
1137,14.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,7.0
1143,7.0
1144,13.0
1145,0.0
1146,12.0
1147,0.0
1148,2.0
1149,14.0
1150,14.0
1151,14.0
1152,11.0
1153,11.0
1154,14.0
1155,0.0
1156,14.0
1157,12.0
1158,0.0
1159,12.0
1160,0.0
1161,8.0
1162,8.0
1163,17.0
1164,7.0
1165,8.0
1166,8.0
1167,8.0
1168,12.0
1169,3.0
1170,0.0
1171,0.0
1172,0.0
1173,14.0
1174,14.0
1175,7.0
1176,12.0
1177,0.0
1178,0.0
1179,11.0
1180,0.0
1181,11.0
1182,0.0
1183,0.0
1184,0.0
1185,12.0
1186,0.0
1187,12.0
1188,8.0
1189,0.0
1190,12.0
1191,0.0
1192,0.0
1193,14.0
1194,6.0
1195,0.0
1196,0.0
1197,0.0
1198,8.0
1199,11.0
1200,24.0
1201,0.0
1202,0.0
1203,12.0
1204,12.0
1205,15.0
1206,0.0
1207,0.0
1208,7.0
1209,7.0
1210,14.0
1211,14.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,24.0
1218,0.0
1219,0.0
1220,0.0
1221,7.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,11.0
1228,12.0
1229,0.0
1230,0.0
1231,12.0
1232,8.0
1233,13.0
1234,20.0
1235,0.0
1236,12.0
1237,0.0
1238,12.0
1239,0.0
1240,0.0
1241,4.0
1242,19.0
1243,12.0
1244,15.0
1245,0.0
1246,8.0
1247,14.0
1248,12.0
1249,0.0
1250,24.0
1251,0.0
1252,0.0
1253,0.0
1254,12.0
1255,0.0
1256,0.0
1257,0.0
1258,12.0
1259,14.0
1260,14.0
1261,0.0
1262,14.0
1263,7.0
1264,0.0
1265,0.0
1266,13.0
1267,24.0
1268,8.0
1269,0.0
1270,24.0
1271,12.0
1272,14.0
1273,3.0
1274,0.0
1275,11.0
1276,0.0
1277,0.0
1278,24.0
1279,0.0
1280,0.0
1281,12.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,4.0
1287,0.0
1288,0.0
1289,1.0
1290,12.0
1291,12.0
1292,8.0
1293,14.0
1294,7.0
1295,15.0
1296,0.0
1297,11.0
1298,12.0
1299,8.0
1300,0.0
1301,1.0
1302,0.0
1303,19.0
1304,0.0
1305,0.0
1306,7.0
1307,14.0
1308,13.0
1309,12.0
1310,0.0
1311,12.0
1312,7.0
1313,11.0
1314,0.0
1315,0.0
1316,7.0
1317,0.0
1318,0.0
1319,7.0
1320,12.0
1321,0.0
1322,0.0
1323,9.0
1324,12.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,20.0
1333,12.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,7.0
1339,11.0
1340,0.0
1341,8.0
1342,12.0
1343,0.0
1344,0.0
1345,0.0
1346,14.0
1347,14.0
1348,0.0
1349,14.0
1350,0.0
1351,0.0
1352,0.0
1353,12.0
1354,0.0
1355,0.0
1356,13.0
1357,0.0
1358,7.0
1359,22.0
1360,14.0
1361,14.0
1362,7.0
1363,4.0
1364,0.0
1365,13.0
1366,0.0
1367,24.0
1368,0.0
1369,14.0
1370,8.0
1371,19.0
1372,8.0
1373,4.0
1374,14.0
1375,13.0
1376,12.0
1377,4.0
1378,0.0
1379,24.0
1380,14.0
1381,0.0
1382,9.0
1383,0.0
1384,8.0
1385,24.0
1386,0.0
1387,11.0
1388,0.0
1389,0.0
1390,4.0
1391,0.0
1392,12.0
1393,11.0
1394,2.0
1395,0.0
1396,0.0
1397,12.0
1398,0.0
1399,14.0
1400,0.0
1401,8.0
1402,0.0
1403,12.0
1404,11.0
1405,0.0
1406,0.0
1407,0.0
1408,24.0
1409,0.0
1410,12.0
1411,0.0
1412,4.0
1413,0.0
1414,0.0
1415,7.0
1416,11.0
1417,12.0
1418,14.0
1419,0.0
1420,7.0
1421,14.0
1422,0.0
1423,12.0
1424,0.0
1425,12.0
1426,0.0
1427,11.0
1428,8.0
1429,0.0
1430,11.0
1431,24.0
1432,0.0
1433,0.0
1434,4.0
1435,12.0
1436,9.0
1437,11.0
1438,8.0
1439,7.0
1440,11.0
1441,0.0
1442,0.0
1443,7.0
1444,0.0
1445,0.0
1446,8.0
1447,15.0
1448,12.0
1449,0.0
1450,0.0
1451,0.0
1452,8.0
1453,4.0
1454,7.0
1455,0.0
1456,12.0
1457,12.0
1458,0.0
1459,7.0
1460,0.0
1461,7.0
1462,14.0
1463,0.0
1464,12.0
1465,14.0
1466,24.0
1467,7.0
1468,0.0
1469,8.0
1470,7.0
1471,11.0
1472,0.0
1473,7.0
1474,12.0
1475,8.0
1476,7.0
1477,12.0
1478,11.0
1479,0.0
1480,0.0
1481,8.0
1482,14.0
1483,12.0
1484,13.0
1485,24.0
1486,7.0
1487,17.0
1488,24.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,12.0
1494,7.0
1495,8.0
1496,14.0
1497,7.0
1498,8.0
1499,0.0
1500,14.0
1501,11.0
1502,7.0
1503,7.0
1504,7.0
1505,0.0
1506,2.0
1507,0.0
1508,24.0
1509,0.0
1510,14.0
1511,13.0
1512,13.0
1513,7.0
1514,0.0
1515,12.0
1516,0.0
1517,7.0
1518,0.0
1519,12.0
1520,12.0
1521,0.0
1522,0.0
1523,0.0
1524,8.0
1525,0.0
1526,9.0
1527,12.0
1528,7.0
1529,0.0
1530,24.0
1531,4.0
1532,12.0
1533,0.0
1534,0.0
1535,0.0
1536,11.0
1537,8.0
1538,0.0
1539,12.0
1540,12.0
1541,7.0
1542,14.0
1543,0.0
1544,0.0
1545,0.0
1546,7.0
1547,11.0
1548,12.0
1549,8.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,12.0
1558,14.0
1559,0.0
1560,17.0
1561,4.0
1562,12.0
1563,19.0
1564,14.0
1565,7.0
1566,24.0
1567,0.0
1568,14.0
1569,11.0
1570,19.0
1571,0.0
1572,3.0
1573,0.0
1574,13.0
1575,0.0
1576,0.0
1577,14.0
1578,0.0
1579,14.0
1580,0.0
1581,0.0
1582,0.0
1583,11.0
1584,7.0
1585,9.0
1586,11.0
1587,12.0
1588,12.0
1589,0.0
1590,7.0
1591,11.0
1592,0.0
1593,14.0
1594,0.0
1595,13.0
1596,0.0
1597,8.0
1598,11.0
1599,7.0
1600,4.0
1601,14.0
1602,7.0
1603,0.0
1604,7.0
1605,0.0
1606,0.0
1607,14.0
1608,8.0
1609,0.0
1610,11.0
1611,17.0
1612,13.0
1613,0.0
1614,24.0
1615,12.0
1616,12.0
1617,7.0
1618,0.0
1619,0.0
1620,8.0
1621,0.0
1622,11.0
1623,14.0
1624,14.0
1625,24.0
1626,8.0
1627,0.0
1628,0.0
1629,0.0
1630,24.0
1631,11.0
1632,14.0
1633,0.0
1634,14.0
1635,24.0
1636,11.0
1637,8.0
1638,12.0
1639,8.0
1640,8.0
1641,2.0
1642,0.0
1643,24.0
1644,7.0
1645,0.0
1646,8.0
1647,0.0
1648,11.0
1649,14.0
1650,8.0
1651,12.0
1652,0.0
1653,7.0
1654,12.0
1655,11.0
1656,0.0
1657,11.0
1658,0.0
1659,14.0
1660,14.0
1661,24.0
1662,8.0
1663,0.0
1664,4.0
1665,8.0
1666,7.0
1667,0.0
1668,0.0
1669,11.0
1670,24.0
1671,0.0
1672,0.0
1673,0.0
1674,11.0
1675,7.0
1676,9.0
1677,7.0
1678,12.0
1679,12.0
1680,11.0
1681,12.0
1682,0.0
1683,0.0
1684,7.0
1685,12.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,12.0
1691,0.0
1692,0.0
1693,11.0
1694,8.0
1695,0.0
1696,2.0
1697,0.0
1698,11.0
1699,4.0
1700,7.0
1701,12.0
1702,8.0
1703,11.0
1704,8.0
1705,0.0
1706,14.0
1707,2.0
1708,7.0
1709,0.0
1710,3.0
1711,7.0
1712,7.0
1713,22.0
1714,0.0
1715,13.0
1716,0.0
1717,0.0
1718,11.0
1719,12.0
1720,0.0
1721,0.0
1722,12.0
1723,8.0
1724,8.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,11.0
1730,4.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,8.0
1736,14.0
1737,0.0
1738,8.0
1739,14.0
1740,17.0
1741,7.0
1742,14.0
1743,14.0
1744,19.0
1745,11.0
1746,12.0
1747,8.0
1748,8.0
1749,8.0
1750,2.0
1751,0.0
1752,3.0
1753,8.0
1754,0.0
1755,12.0
1756,0.0
1757,12.0
1758,0.0
1759,14.0
1760,14.0
1761,12.0
1762,0.0
1763,12.0
1764,0.0
1765,7.0
1766,0.0
1767,14.0
1768,0.0
1769,3.0
1770,12.0
1771,0.0
1772,0.0
1773,0.0
1774,12.0
1775,0.0
1776,0.0
1777,15.0
1778,0.0
1779,17.0
1780,0.0
1781,9.0
1782,14.0
1783,0.0
1784,7.0
1785,12.0
1786,7.0
1787,0.0
1788,7.0
1789,14.0
1790,0.0
1791,18.0
1792,12.0
1793,7.0
1794,0.0
1795,17.0
1796,8.0
1797,0.0
1798,0.0
1799,17.0
1800,8.0
1801,24.0
1802,0.0
1803,3.0
1804,15.0
1805,0.0
1806,11.0
1807,8.0
1808,20.0
1809,11.0
1810,11.0
1811,0.0
1812,0.0
1813,0.0
1814,7.0
1815,12.0
1816,11.0
1817,0.0
1818,0.0
1819,24.0
1820,8.0
1821,0.0
1822,11.0
1823,0.0
1824,17.0
1825,0.0
1826,0.0
1827,16.0
1828,0.0
1829,0.0
1830,0.0
1831,11.0
1832,2.0
1833,11.0
1834,3.0
1835,4.0
1836,12.0
1837,14.0
1838,1.0
1839,12.0
1840,24.0
1841,0.0
1842,0.0
1843,11.0
1844,12.0
1845,0.0
1846,7.0
1847,0.0
1848,7.0
1849,7.0
1850,7.0
1851,12.0
1852,12.0
1853,0.0
1854,8.0
1855,7.0
1856,0.0
1857,0.0
1858,7.0
1859,9.0
1860,12.0
1861,8.0
1862,0.0
1863,7.0
1864,24.0
1865,18.0
1866,7.0
1867,14.0
1868,17.0
1869,20.0
1870,12.0
1871,13.0
1872,0.0
1873,0.0
1874,0.0
1875,24.0
1876,0.0
1877,0.0
1878,11.0
1879,14.0
1880,0.0
1881,0.0
1882,4.0
1883,20.0
1884,8.0
1885,0.0
1886,0.0
1887,7.0
1888,7.0
1889,0.0
1890,0.0
1891,4.0
1892,0.0
1893,7.0
1894,14.0
1895,14.0
1896,14.0
1897,0.0
1898,8.0
1899,11.0
1900,6.0
1901,24.0
1902,4.0
1903,11.0
1904,12.0
1905,12.0
1906,14.0
1907,0.0
1908,0.0
1909,0.0
1910,1.0
1911,0.0
1912,7.0
1913,0.0
1914,0.0
1915,0.0
1916,12.0
1917,14.0
1918,0.0
1919,0.0
1920,7.0
1921,7.0
1922,14.0
1923,0.0
1924,8.0
1925,14.0
1926,12.0
1927,13.0
1928,7.0
1929,0.0
1930,8.0
1931,11.0
1932,7.0
1933,14.0
1934,7.0
1935,12.0
1936,14.0
1937,0.0
1938,4.0
1939,11.0
1940,0.0
1941,2.0
1942,8.0
1943,0.0
1944,12.0
1945,0.0
1946,0.0
1947,0.0
1948,11.0
1949,4.0
1950,4.0
1951,24.0
1952,0.0
1953,12.0
1954,12.0
1955,11.0
1956,12.0
1957,4.0
1958,0.0
1959,18.0
1960,12.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,14.0
1966,24.0
1967,12.0
1968,11.0
1969,7.0
1970,0.0
1971,0.0
1972,11.0
1973,7.0
1974,0.0
1975,8.0
1976,0.0
1977,2.0
1978,0.0
1979,11.0
1980,12.0
1981,0.0
1982,0.0
1983,14.0
1984,14.0
1985,13.0
1986,0.0
1987,0.0
1988,9.0
1989,11.0
1990,0.0
1991,0.0
1992,3.0
1993,0.0
1994,2.0
1995,12.0
1996,12.0
1997,0.0
1998,0.0
1999,0.0
2000,8.0
2001,7.0
2002,0.0
2003,7.0
2004,19.0
2005,0.0
2006,7.0
2007,11.0
2008,0.0
2009,8.0
2010,0.0
2011,7.0
2012,7.0
2013,7.0
2014,11.0
2015,12.0
2016,0.0
2017,12.0
2018,8.0
2019,6.0
2020,7.0
2021,12.0
2022,0.0
2023,16.0
2024,14.0
2025,0.0
2026,0.0
2027,7.0
2028,8.0
2029,24.0
2030,14.0
2031,0.0
2032,0.0
2033,14.0
2034,12.0
2035,0.0
2036,12.0
2037,0.0
2038,0.0
2039,0.0
2040,12.0
2041,8.0
2042,7.0
2043,3.0
2044,12.0
2045,0.0
2046,0.0
2047,13.0
2048,12.0
2049,0.0
2050,0.0
2051,14.0
2052,8.0
2053,9.0
2054,9.0
2055,8.0
2056,14.0
2057,0.0
2058,8.0
2059,7.0
2060,17.0
2061,12.0
2062,24.0
2063,0.0
2064,0.0
2065,0.0
2066,7.0
2067,8.0
2068,0.0
2069,0.0
2070,14.0
2071,8.0
2072,7.0
2073,11.0
2074,0.0
2075,0.0
2076,12.0
2077,24.0
2078,4.0
2079,0.0
2080,0.0
2081,14.0
2082,13.0
2083,7.0
2084,14.0
2085,7.0
2086,0.0
2087,7.0
2088,7.0
2089,12.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,13.0
2095,0.0
2096,0.0
2097,0.0
2098,0.0
2099,0.0
2100,14.0
2101,0.0
2102,2.0
2103,12.0
2104,14.0
2105,0.0
2106,7.0
2107,14.0
2108,12.0
2109,1.0
2110,8.0
2111,3.0
2112,0.0
2113,0.0
2114,11.0
2115,12.0
2116,0.0
2117,7.0
2118,7.0
2119,13.0
2120,0.0
2121,0.0
2122,19.0
2123,4.0
2124,8.0
2125,13.0
2126,12.0
2127,0.0
2128,11.0
2129,14.0
2130,20.0
2131,24.0
2132,12.0
2133,14.0
2134,8.0
2135,0.0
2136,0.0
2137,16.0
2138,7.0
2139,8.0
2140,14.0
