,Population
259,14.0
260,7.0
261,14.0
262,0.0
263,0.0
264,0.0
265,0.0
266,14.0
267,24.0
268,0.0
269,0.0
270,13.0
271,12.0
272,7.0
273,12.0
274,11.0
275,14.0
276,12.0
277,0.0
278,0.0
279,0.0
280,1.0
281,12.0
282,14.0
283,8.0
284,0.0
285,0.0
286,12.0
287,13.0
288,0.0
289,0.0
290,0.0
291,8.0
292,0.0
293,0.0
294,12.0
295,0.0
296,7.0
297,8.0
298,0.0
299,0.0
300,12.0
301,0.0
302,12.0
303,0.0
304,14.0
305,12.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,7.0
313,12.0
314,11.0
315,12.0
316,7.0
317,0.0
318,0.0
319,0.0
320,13.0
321,3.0
322,0.0
323,0.0
324,0.0
325,0.0
326,7.0
327,13.0
328,4.0
329,12.0
330,12.0
331,14.0
332,14.0
333,0.0
334,14.0
335,0.0
336,0.0
337,3.0
338,7.0
339,0.0
340,7.0
341,0.0
342,14.0
343,2.0
344,0.0
345,12.0
346,0.0
347,0.0
348,4.0
349,0.0
350,0.0
351,14.0
352,12.0
353,20.0
354,0.0
355,14.0
356,0.0
357,12.0
358,0.0
359,7.0
360,8.0
361,7.0
362,12.0
363,13.0
364,7.0
365,0.0
366,0.0
367,0.0
368,12.0
369,0.0
370,7.0
371,0.0
372,14.0
373,0.0
374,0.0
375,12.0
376,0.0
377,12.0
378,13.0
379,12.0
380,11.0
381,0.0
382,11.0
383,12.0
384,12.0
385,11.0
386,14.0
387,7.0
388,0.0
389,0.0
390,14.0
391,12.0
392,0.0
393,0.0
394,0.0
395,8.0
396,12.0
397,0.0
398,0.0
399,3.0
400,0.0
401,8.0
402,0.0
403,12.0
404,0.0
405,0.0
406,0.0
407,8.0
408,0.0
409,12.0
410,0.0
411,0.0
412,0.0
413,0.0
414,8.0
415,0.0
416,11.0
417,14.0
418,0.0
419,7.0
420,12.0
421,4.0
422,0.0
423,0.0
424,7.0
425,0.0
426,0.0
427,0.0
428,12.0
429,0.0
430,14.0
431,11.0
432,13.0
433,8.0
434,7.0
435,4.0
436,7.0
437,15.0
438,24.0
439,3.0
440,12.0
441,3.0
442,0.0
443,11.0
444,0.0
445,0.0
446,0.0
447,0.0
448,4.0
449,0.0
450,11.0
451,12.0
452,11.0
453,0.0
454,13.0
455,4.0
456,24.0
457,0.0
458,12.0
459,0.0
460,7.0
461,4.0
462,12.0
463,12.0
464,12.0
465,11.0
466,7.0
467,0.0
468,0.0
469,0.0
470,12.0
471,0.0
472,4.0
473,14.0
474,0.0
475,0.0
476,0.0
477,0.0
478,12.0
479,14.0
480,12.0
481,0.0
482,11.0
483,0.0
484,0.0
485,0.0
486,13.0
487,0.0
488,7.0
489,13.0
490,14.0
491,8.0
492,12.0
493,12.0
494,0.0
495,18.0
496,12.0
497,11.0
498,14.0
499,0.0
500,24.0
501,0.0
502,11.0
503,14.0
504,7.0
505,13.0
506,0.0
507,0.0
508,8.0
509,14.0
510,12.0
511,11.0
512,11.0
513,8.0
514,0.0
515,6.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,3.0
522,0.0
523,0.0
524,0.0
525,8.0
526,7.0
527,12.0
528,7.0
529,12.0
530,0.0
531,0.0
532,11.0
533,12.0
534,0.0
535,7.0
536,0.0
537,0.0
538,0.0
539,12.0
540,0.0
541,12.0
542,13.0
543,12.0
544,12.0
545,12.0
546,0.0
547,0.0
548,11.0
549,0.0
550,12.0
551,13.0
552,6.0
553,13.0
554,12.0
555,0.0
556,8.0
557,0.0
558,4.0
559,0.0
560,0.0
561,0.0
562,0.0
563,12.0
564,11.0
565,0.0
566,7.0
567,12.0
568,12.0
569,0.0
570,7.0
571,0.0
572,12.0
573,0.0
574,0.0
575,13.0
576,0.0
577,14.0
578,0.0
579,0.0
580,11.0
581,4.0
582,12.0
583,0.0
584,12.0
585,0.0
586,11.0
587,4.0
588,0.0
589,11.0
590,0.0
591,3.0
592,0.0
593,8.0
594,12.0
595,0.0
596,7.0
597,3.0
598,0.0
599,0.0
600,11.0
601,14.0
602,7.0
603,0.0
604,0.0
605,4.0
606,11.0
607,0.0
608,0.0
609,7.0
610,11.0
611,7.0
612,8.0
613,0.0
614,11.0
615,0.0
616,4.0
617,14.0
618,0.0
619,7.0
620,0.0
621,7.0
622,7.0
623,0.0
624,20.0
625,7.0
626,0.0
627,0.0
628,12.0
629,12.0
630,0.0
631,8.0
632,12.0
633,7.0
634,14.0
635,0.0
636,24.0
637,11.0
638,0.0
639,8.0
640,0.0
641,7.0
642,0.0
643,14.0
644,12.0
645,12.0
646,7.0
647,0.0
648,13.0
649,11.0
650,0.0
651,0.0
652,12.0
653,0.0
654,11.0
655,14.0
656,11.0
657,0.0
658,14.0
659,20.0
660,0.0
661,12.0
662,12.0
663,0.0
664,4.0
665,0.0
666,0.0
667,7.0
668,13.0
669,12.0
670,7.0
671,0.0
672,0.0
673,7.0
674,11.0
675,0.0
676,7.0
677,15.0
678,0.0
679,0.0
680,12.0
681,0.0
682,24.0
683,22.0
684,0.0
685,0.0
686,7.0
687,12.0
688,0.0
689,12.0
690,14.0
691,0.0
692,0.0
693,11.0
694,0.0
695,11.0
696,0.0
697,24.0
698,0.0
699,24.0
700,11.0
701,7.0
702,3.0
703,0.0
704,12.0
705,11.0
706,0.0
707,7.0
708,0.0
709,4.0
710,0.0
711,7.0
712,13.0
713,7.0
714,14.0
715,13.0
716,7.0
717,14.0
718,7.0
719,14.0
720,0.0
721,16.0
722,7.0
723,0.0
724,7.0
725,1.0
726,0.0
727,13.0
728,12.0
729,4.0
730,0.0
731,13.0
732,8.0
733,12.0
734,7.0
735,7.0
736,7.0
737,0.0
738,0.0
739,14.0
740,8.0
741,13.0
742,11.0
743,0.0
744,0.0
745,1.0
746,0.0
747,0.0
748,12.0
749,12.0
750,0.0
751,0.0
752,8.0
753,0.0
754,13.0
755,11.0
756,0.0
757,7.0
758,12.0
759,0.0
760,12.0
761,0.0
762,4.0
763,0.0
764,0.0
765,0.0
766,0.0
767,24.0
768,13.0
769,14.0
770,12.0
771,7.0
772,14.0
773,14.0
774,0.0
775,12.0
776,7.0
777,0.0
778,13.0
779,12.0
780,0.0
781,7.0
782,0.0
783,0.0
784,14.0
785,0.0
786,0.0
787,0.0
788,12.0
789,14.0
790,13.0
791,7.0
792,7.0
793,0.0
794,0.0
795,13.0
796,12.0
797,0.0
798,0.0
799,0.0
800,0.0
801,20.0
802,3.0
803,12.0
804,0.0
805,13.0
806,14.0
807,20.0
808,21.0
809,13.0
810,12.0
811,12.0
812,24.0
813,14.0
814,2.0
815,7.0
816,12.0
817,4.0
818,0.0
819,0.0
820,0.0
821,0.0
822,7.0
823,0.0
824,0.0
825,12.0
826,14.0
827,0.0
828,0.0
829,19.0
830,19.0
831,12.0
832,0.0
833,8.0
834,13.0
835,24.0
836,14.0
837,12.0
838,7.0
839,7.0
840,0.0
841,11.0
842,0.0
843,12.0
844,0.0
845,12.0
846,0.0
847,14.0
848,12.0
849,8.0
850,0.0
851,0.0
852,12.0
853,0.0
854,0.0
855,14.0
856,0.0
857,0.0
858,0.0
859,12.0
860,0.0
861,12.0
862,0.0
863,0.0
864,14.0
865,3.0
866,24.0
867,12.0
868,12.0
869,20.0
870,14.0
871,7.0
872,18.0
873,0.0
874,0.0
875,7.0
876,12.0
877,12.0
878,2.0
879,3.0
880,12.0
881,11.0
882,2.0
883,8.0
884,14.0
885,15.0
886,11.0
887,0.0
888,14.0
889,11.0
890,0.0
891,11.0
892,0.0
893,12.0
894,0.0
895,12.0
896,12.0
897,0.0
898,8.0
899,12.0
900,0.0
901,12.0
902,12.0
903,17.0
904,0.0
905,0.0
906,0.0
907,7.0
908,0.0
909,7.0
910,1.0
911,24.0
912,12.0
913,0.0
914,11.0
915,6.0
916,13.0
917,0.0
918,11.0
919,0.0
920,12.0
921,12.0
922,12.0
923,4.0
924,0.0
925,0.0
926,12.0
927,12.0
928,7.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,15.0
935,18.0
936,12.0
937,0.0
938,7.0
939,12.0
940,0.0
941,0.0
942,12.0
943,12.0
944,7.0
945,12.0
946,0.0
947,12.0
948,13.0
949,7.0
950,7.0
951,11.0
952,11.0
953,6.0
954,12.0
955,11.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,7.0
964,12.0
965,0.0
966,0.0
967,0.0
968,24.0
969,0.0
970,0.0
971,3.0
972,0.0
973,12.0
974,14.0
975,14.0
976,1.0
977,0.0
978,0.0
979,0.0
980,19.0
981,12.0
982,0.0
983,19.0
984,16.0
985,0.0
986,12.0
987,11.0
988,24.0
989,0.0
990,11.0
991,12.0
992,12.0
993,24.0
994,18.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,13.0
1001,8.0
1002,13.0
1003,12.0
1004,12.0
1005,12.0
1006,0.0
1007,0.0
1008,0.0
1009,20.0
1010,0.0
1011,2.0
1012,0.0
1013,0.0
1014,14.0
1015,7.0
1016,12.0
1017,0.0
1018,12.0
1019,3.0
1020,0.0
1021,0.0
1022,11.0
1023,0.0
1024,13.0
1025,0.0
1026,13.0
1027,0.0
1028,0.0
1029,12.0
1030,0.0
1031,11.0
1032,0.0
1033,12.0
1034,12.0
1035,0.0
1036,12.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,7.0
1042,7.0
1043,0.0
1044,7.0
1045,11.0
1046,0.0
1047,23.0
1048,8.0
1049,7.0
1050,11.0
1051,0.0
1052,11.0
1053,14.0
1054,13.0
1055,12.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,12.0
1061,0.0
1062,12.0
1063,0.0
1064,7.0
1065,14.0
1066,7.0
1067,3.0
1068,11.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,14.0
1074,0.0
1075,12.0
1076,0.0
1077,12.0
1078,4.0
1079,14.0
1080,7.0
1081,7.0
1082,8.0
1083,17.0
1084,12.0
1085,13.0
1086,12.0
1087,7.0
1088,14.0
1089,11.0
1090,0.0
1091,12.0
1092,0.0
1093,0.0
1094,14.0
1095,0.0
1096,12.0
1097,0.0
1098,14.0
1099,12.0
1100,0.0
1101,19.0
1102,13.0
1103,12.0
1104,4.0
1105,11.0
1106,7.0
1107,4.0
1108,7.0
1109,0.0
1110,0.0
1111,12.0
1112,0.0
1113,14.0
1114,12.0
1115,11.0
1116,0.0
1117,0.0
1118,0.0
1119,12.0
1120,15.0
1121,7.0
1122,11.0
1123,0.0
1124,11.0
1125,0.0
1126,0.0
1127,0.0
1128,13.0
1129,12.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,14.0
1136,12.0
1137,13.0
1138,14.0
1139,0.0
1140,0.0
1141,11.0
1142,8.0
1143,0.0
1144,13.0
1145,7.0
1146,8.0
1147,11.0
1148,0.0
1149,7.0
1150,20.0
1151,14.0
1152,12.0
1153,14.0
1154,11.0
1155,0.0
1156,14.0
1157,0.0
1158,11.0
1159,2.0
1160,14.0
1161,0.0
1162,0.0
1163,0.0
1164,7.0
1165,0.0
1166,12.0
1167,12.0
1168,0.0
1169,14.0
1170,14.0
1171,14.0
1172,0.0
1173,11.0
1174,0.0
1175,7.0
1176,0.0
1177,15.0
1178,8.0
1179,0.0
1180,0.0
1181,12.0
1182,0.0
1183,12.0
1184,14.0
1185,11.0
1186,19.0
1187,0.0
1188,8.0
1189,0.0
1190,0.0
1191,0.0
1192,11.0
1193,7.0
1194,0.0
1195,17.0
1196,0.0
1197,11.0
1198,7.0
1199,14.0
1200,11.0
1201,13.0
1202,12.0
1203,11.0
1204,0.0
1205,8.0
1206,12.0
1207,15.0
1208,12.0
1209,12.0
1210,11.0
1211,12.0
1212,0.0
1213,13.0
1214,14.0
1215,0.0
1216,8.0
1217,0.0
1218,4.0
1219,0.0
1220,0.0
1221,13.0
1222,15.0
1223,0.0
1224,0.0
1225,14.0
1226,0.0
1227,20.0
1228,13.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,12.0
1234,21.0
1235,0.0
1236,8.0
1237,14.0
1238,0.0
1239,0.0
1240,1.0
1241,0.0
1242,12.0
1243,11.0
1244,12.0
1245,12.0
1246,8.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,12.0
1254,24.0
1255,24.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,12.0
1261,0.0
1262,0.0
1263,11.0
1264,8.0
1265,0.0
1266,12.0
1267,0.0
1268,7.0
1269,12.0
1270,2.0
1271,15.0
1272,0.0
1273,11.0
1274,0.0
1275,0.0
1276,7.0
1277,0.0
1278,14.0
1279,0.0
1280,12.0
1281,12.0
1282,7.0
1283,0.0
1284,0.0
1285,0.0
1286,12.0
1287,12.0
1288,0.0
1289,7.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,19.0
1295,7.0
1296,11.0
1297,24.0
1298,0.0
1299,12.0
1300,14.0
1301,0.0
1302,13.0
1303,0.0
1304,12.0
1305,12.0
1306,12.0
1307,12.0
1308,3.0
1309,0.0
1310,0.0
1311,12.0
1312,0.0
1313,12.0
1314,14.0
1315,0.0
1316,11.0
1317,7.0
1318,14.0
1319,14.0
1320,12.0
1321,7.0
1322,0.0
1323,12.0
1324,0.0
1325,24.0
1326,0.0
1327,14.0
1328,12.0
1329,13.0
1330,19.0
1331,11.0
1332,0.0
1333,14.0
1334,24.0
1335,4.0
1336,12.0
1337,14.0
1338,0.0
1339,12.0
1340,0.0
1341,7.0
1342,12.0
1343,12.0
1344,14.0
1345,0.0
1346,0.0
1347,0.0
1348,19.0
1349,12.0
1350,19.0
1351,12.0
1352,14.0
1353,14.0
1354,0.0
1355,12.0
1356,12.0
1357,12.0
1358,14.0
1359,12.0
1360,19.0
1361,12.0
1362,0.0
1363,18.0
1364,12.0
1365,0.0
1366,14.0
1367,7.0
1368,14.0
1369,0.0
1370,0.0
1371,7.0
1372,0.0
1373,11.0
1374,12.0
1375,11.0
1376,11.0
1377,0.0
1378,11.0
1379,0.0
1380,13.0
1381,0.0
1382,0.0
1383,24.0
1384,12.0
1385,14.0
1386,11.0
1387,0.0
1388,7.0
1389,3.0
1390,14.0
1391,0.0
1392,4.0
1393,14.0
1394,0.0
1395,12.0
1396,0.0
1397,14.0
1398,0.0
1399,0.0
1400,14.0
1401,0.0
1402,11.0
1403,0.0
1404,12.0
1405,12.0
1406,14.0
1407,7.0
1408,0.0
1409,0.0
1410,13.0
1411,0.0
1412,0.0
1413,11.0
1414,14.0
1415,7.0
1416,7.0
1417,17.0
1418,0.0
1419,0.0
1420,0.0
1421,12.0
1422,0.0
1423,11.0
1424,12.0
1425,24.0
1426,0.0
1427,11.0
1428,12.0
1429,24.0
1430,7.0
1431,0.0
1432,11.0
1433,7.0
1434,0.0
1435,7.0
1436,12.0
1437,0.0
1438,8.0
1439,0.0
1440,12.0
1441,21.0
1442,0.0
1443,17.0
1444,0.0
1445,13.0
1446,0.0
1447,7.0
1448,0.0
1449,0.0
1450,12.0
1451,13.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,12.0
1457,0.0
1458,11.0
1459,0.0
1460,0.0
1461,12.0
1462,0.0
1463,0.0
1464,0.0
1465,11.0
1466,0.0
1467,14.0
1468,11.0
1469,0.0
1470,7.0
1471,0.0
1472,0.0
1473,7.0
1474,0.0
1475,9.0
1476,12.0
1477,0.0
1478,0.0
1479,1.0
1480,11.0
1481,0.0
1482,0.0
1483,7.0
1484,7.0
1485,12.0
1486,12.0
1487,0.0
1488,4.0
1489,21.0
1490,0.0
1491,0.0
1492,9.0
1493,0.0
1494,12.0
1495,0.0
1496,0.0
1497,0.0
1498,12.0
1499,0.0
1500,0.0
1501,0.0
1502,7.0
1503,7.0
1504,12.0
1505,24.0
1506,0.0
1507,12.0
1508,9.0
1509,2.0
1510,0.0
1511,0.0
1512,0.0
1513,12.0
1514,7.0
1515,14.0
1516,12.0
1517,0.0
1518,12.0
1519,11.0
1520,12.0
1521,0.0
1522,24.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,11.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,12.0
1534,0.0
1535,7.0
1536,11.0
1537,14.0
1538,4.0
1539,14.0
1540,7.0
1541,0.0
1542,0.0
1543,14.0
1544,8.0
1545,14.0
1546,20.0
1547,11.0
1548,0.0
1549,0.0
1550,0.0
1551,7.0
1552,11.0
1553,7.0
1554,3.0
1555,12.0
1556,0.0
1557,0.0
1558,7.0
1559,0.0
1560,0.0
1561,8.0
1562,8.0
1563,0.0
1564,0.0
1565,20.0
1566,14.0
1567,14.0
1568,0.0
1569,8.0
1570,24.0
1571,12.0
1572,0.0
1573,0.0
1574,0.0
1575,7.0
1576,12.0
1577,14.0
1578,7.0
1579,0.0
1580,14.0
1581,0.0
1582,4.0
1583,14.0
1584,7.0
1585,0.0
1586,11.0
1587,12.0
1588,12.0
1589,0.0
1590,0.0
1591,7.0
1592,14.0
1593,14.0
1594,0.0
1595,0.0
1596,20.0
1597,12.0
1598,12.0
1599,0.0
1600,0.0
1601,12.0
1602,12.0
1603,12.0
1604,7.0
1605,14.0
1606,1.0
1607,23.0
1608,0.0
1609,14.0
1610,15.0
1611,0.0
1612,0.0
1613,14.0
1614,0.0
1615,11.0
1616,8.0
1617,0.0
1618,8.0
1619,0.0
1620,0.0
1621,12.0
1622,11.0
1623,19.0
1624,13.0
1625,0.0
1626,24.0
1627,0.0
1628,14.0
1629,0.0
1630,12.0
1631,13.0
1632,14.0
1633,0.0
1634,0.0
1635,0.0
1636,4.0
1637,11.0
1638,24.0
1639,0.0
1640,12.0
1641,0.0
1642,7.0
1643,12.0
1644,0.0
1645,12.0
1646,12.0
1647,0.0
1648,4.0
1649,11.0
1650,12.0
1651,14.0
1652,12.0
1653,0.0
1654,24.0
1655,11.0
1656,24.0
1657,0.0
1658,14.0
1659,24.0
1660,11.0
1661,0.0
1662,0.0
1663,0.0
1664,9.0
1665,14.0
1666,12.0
1667,0.0
1668,11.0
1669,0.0
1670,13.0
1671,7.0
1672,0.0
1673,12.0
1674,0.0
1675,7.0
1676,12.0
1677,12.0
1678,0.0
1679,20.0
1680,12.0
1681,0.0
1682,7.0
1683,12.0
1684,0.0
1685,7.0
1686,0.0
1687,12.0
1688,12.0
1689,0.0
1690,0.0
1691,0.0
1692,14.0
1693,12.0
1694,0.0
1695,14.0
1696,11.0
1697,0.0
1698,0.0
1699,13.0
1700,12.0
1701,8.0
1702,14.0
1703,11.0
1704,0.0
1705,12.0
1706,0.0
1707,0.0
1708,12.0
1709,7.0
1710,7.0
1711,12.0
1712,11.0
1713,7.0
1714,7.0
1715,12.0
1716,24.0
1717,0.0
1718,0.0
1719,6.0
1720,14.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,11.0
1729,0.0
1730,0.0
1731,12.0
1732,14.0
1733,15.0
1734,14.0
1735,13.0
1736,12.0
1737,0.0
1738,0.0
1739,11.0
1740,0.0
1741,12.0
1742,12.0
1743,0.0
1744,14.0
1745,7.0
1746,0.0
1747,15.0
1748,7.0
1749,0.0
1750,12.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,12.0
1756,0.0
1757,12.0
1758,0.0
1759,13.0
1760,0.0
1761,0.0
1762,14.0
1763,12.0
1764,12.0
1765,11.0
1766,8.0
1767,11.0
1768,12.0
1769,11.0
1770,0.0
1771,7.0
1772,11.0
1773,0.0
1774,12.0
1775,11.0
1776,0.0
1777,12.0
1778,0.0
1779,19.0
1780,14.0
1781,24.0
1782,0.0
1783,13.0
1784,0.0
1785,8.0
1786,12.0
1787,11.0
1788,0.0
1789,0.0
1790,18.0
1791,0.0
1792,9.0
1793,4.0
1794,0.0
1795,7.0
1796,0.0
1797,0.0
1798,12.0
1799,0.0
1800,3.0
1801,0.0
1802,0.0
1803,0.0
1804,24.0
1805,0.0
1806,0.0
1807,7.0
1808,0.0
1809,12.0
1810,0.0
1811,12.0
1812,0.0
1813,12.0
1814,0.0
1815,13.0
1816,3.0
1817,11.0
1818,12.0
1819,0.0
1820,12.0
1821,0.0
1822,24.0
1823,13.0
1824,12.0
1825,8.0
1826,7.0
1827,8.0
1828,4.0
1829,14.0
1830,12.0
1831,0.0
1832,0.0
1833,7.0
1834,7.0
1835,0.0
1836,7.0
1837,13.0
1838,0.0
1839,0.0
1840,13.0
1841,12.0
1842,12.0
1843,7.0
1844,0.0
1845,0.0
1846,1.0
1847,0.0
1848,14.0
1849,24.0
1850,0.0
1851,12.0
1852,14.0
1853,19.0
1854,11.0
1855,0.0
1856,24.0
1857,0.0
1858,0.0
1859,24.0
1860,12.0
1861,0.0
1862,0.0
1863,11.0
1864,14.0
1865,11.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,11.0
1872,0.0
1873,0.0
1874,1.0
1875,8.0
1876,12.0
1877,0.0
1878,13.0
1879,14.0
1880,24.0
1881,0.0
1882,0.0
1883,7.0
1884,0.0
1885,12.0
1886,0.0
1887,12.0
1888,11.0
1889,12.0
1890,0.0
1891,4.0
1892,7.0
1893,12.0
1894,7.0
1895,24.0
1896,0.0
1897,13.0
1898,12.0
1899,7.0
1900,14.0
1901,0.0
1902,0.0
1903,12.0
1904,12.0
1905,14.0
1906,0.0
1907,0.0
1908,12.0
1909,2.0
1910,0.0
1911,2.0
1912,13.0
1913,0.0
1914,11.0
1915,0.0
1916,12.0
1917,0.0
1918,12.0
1919,11.0
1920,12.0
1921,13.0
1922,19.0
1923,14.0
1924,24.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,11.0
1930,13.0
1931,0.0
1932,14.0
1933,0.0
1934,14.0
1935,13.0
1936,7.0
1937,12.0
1938,11.0
1939,0.0
1940,8.0
1941,12.0
1942,4.0
1943,12.0
1944,8.0
1945,12.0
1946,7.0
1947,12.0
1948,2.0
1949,12.0
1950,0.0
1951,0.0
1952,12.0
1953,0.0
1954,0.0
1955,0.0
1956,11.0
1957,0.0
1958,11.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,8.0
1965,7.0
1966,0.0
1967,0.0
1968,0.0
1969,11.0
1970,0.0
1971,0.0
1972,11.0
1973,11.0
1974,12.0
1975,7.0
1976,3.0
1977,0.0
1978,7.0
1979,0.0
1980,12.0
1981,13.0
1982,4.0
1983,0.0
1984,0.0
1985,8.0
1986,0.0
1987,8.0
1988,7.0
1989,0.0
1990,0.0
1991,14.0
1992,0.0
1993,0.0
1994,8.0
1995,12.0
1996,12.0
1997,8.0
1998,12.0
1999,14.0
2000,0.0
2001,11.0
2002,3.0
2003,0.0
2004,0.0
2005,8.0
2006,0.0
2007,12.0
2008,7.0
2009,0.0
2010,0.0
2011,7.0
2012,24.0
2013,0.0
2014,12.0
2015,12.0
2016,0.0
2017,24.0
2018,14.0
2019,12.0
2020,14.0
2021,12.0
2022,0.0
2023,8.0
2024,0.0
2025,11.0
2026,11.0
2027,3.0
2028,7.0
2029,0.0
2030,4.0
2031,0.0
2032,7.0
2033,7.0
2034,0.0
2035,0.0
2036,0.0
2037,17.0
2038,14.0
2039,14.0
2040,7.0
2041,12.0
2042,12.0
2043,0.0
2044,11.0
2045,0.0
2046,8.0
2047,0.0
2048,12.0
2049,14.0
2050,12.0
2051,0.0
2052,0.0
2053,7.0
2054,14.0
2055,12.0
2056,12.0
2057,7.0
2058,12.0
2059,7.0
2060,0.0
2061,7.0
2062,12.0
2063,0.0
2064,14.0
2065,8.0
2066,12.0
2067,8.0
2068,11.0
2069,0.0
2070,12.0
2071,7.0
2072,11.0
2073,0.0
2074,12.0
2075,0.0
2076,11.0
2077,7.0
2078,0.0
2079,0.0
2080,0.0
2081,0.0
2082,0.0
2083,7.0
2084,0.0
2085,0.0
2086,8.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,7.0
2096,12.0
2097,0.0
2098,3.0
2099,12.0
2100,0.0
2101,4.0
2102,13.0
2103,9.0
2104,11.0
2105,7.0
2106,0.0
2107,14.0
2108,0.0
2109,0.0
2110,12.0
2111,0.0
2112,8.0
2113,11.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,4.0
2119,4.0
2120,0.0
2121,11.0
2122,14.0
2123,12.0
2124,24.0
2125,12.0
2126,0.0
2127,0.0
2128,7.0
2129,14.0
2130,12.0
2131,11.0
2132,7.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,14.0
2138,12.0
2139,8.0
2140,14.0
