,Population
962,12.0
963,7.0
964,24.0
965,11.0
966,7.0
967,9.0
968,12.0
969,7.0
970,20.0
971,0.0
972,0.0
973,14.0
974,7.0
975,12.0
976,9.0
977,7.0
978,12.0
979,0.0
980,0.0
981,0.0
982,14.0
983,4.0
984,0.0
985,12.0
986,14.0
987,7.0
988,13.0
989,13.0
990,0.0
991,11.0
992,7.0
993,12.0
994,24.0
995,14.0
996,0.0
997,0.0
998,3.0
999,0.0
1000,14.0
1001,7.0
1002,12.0
1003,8.0
1004,14.0
1005,0.0
1006,12.0
1007,7.0
1008,11.0
1009,12.0
1010,9.0
1011,7.0
1012,9.0
1013,0.0
1014,12.0
1015,0.0
1016,7.0
1017,24.0
1018,0.0
1019,7.0
1020,7.0
1021,15.0
1022,12.0
1023,2.0
1024,12.0
1025,14.0
1026,0.0
1027,7.0
1028,8.0
1029,13.0
1030,12.0
1031,12.0
1032,8.0
1033,7.0
1034,13.0
1035,7.0
1036,14.0
1037,0.0
1038,12.0
1039,0.0
1040,12.0
1041,12.0
1042,0.0
1043,12.0
1044,14.0
1045,7.0
1046,12.0
1047,0.0
1048,11.0
1049,2.0
1050,0.0
1051,8.0
1052,0.0
1053,12.0
1054,7.0
1055,14.0
1056,4.0
1057,0.0
1058,0.0
1059,11.0
1060,19.0
1061,11.0
1062,0.0
1063,14.0
1064,0.0
1065,12.0
1066,12.0
1067,8.0
1068,11.0
1069,12.0
1070,12.0
1071,24.0
1072,0.0
1073,12.0
1074,4.0
1075,0.0
1076,8.0
1077,12.0
1078,12.0
1079,7.0
1080,11.0
1081,14.0
1082,11.0
1083,0.0
1084,12.0
1085,0.0
1086,11.0
1087,14.0
1088,11.0
1089,0.0
1090,7.0
1091,7.0
1092,2.0
1093,8.0
1094,0.0
1095,12.0
1096,0.0
1097,1.0
1098,0.0
1099,0.0
1100,0.0
1101,20.0
1102,12.0
1103,8.0
1104,12.0
1105,12.0
1106,7.0
1107,19.0
1108,0.0
1109,12.0
1110,7.0
1111,13.0
1112,12.0
1113,0.0
1114,0.0
1115,0.0
1116,7.0
1117,7.0
1118,0.0
1119,11.0
1120,0.0
1121,0.0
1122,12.0
1123,4.0
1124,14.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,12.0
1132,0.0
1133,0.0
1134,0.0
1135,24.0
1136,14.0
1137,14.0
1138,12.0
1139,11.0
1140,12.0
1141,12.0
1142,0.0
1143,12.0
1144,0.0
1145,8.0
1146,0.0
1147,0.0
1148,7.0
1149,7.0
1150,0.0
1151,7.0
1152,7.0
1153,14.0
1154,7.0
1155,14.0
1156,11.0
1157,0.0
1158,0.0
1159,0.0
1160,11.0
1161,9.0
1162,0.0
1163,12.0
1164,0.0
1165,12.0
1166,12.0
1167,8.0
1168,11.0
1169,0.0
1170,0.0
1171,0.0
1172,12.0
1173,7.0
1174,0.0
1175,12.0
1176,14.0
1177,7.0
1178,7.0
1179,0.0
1180,0.0
1181,14.0
1182,0.0
1183,8.0
1184,12.0
1185,0.0
1186,0.0
1187,12.0
1188,0.0
1189,13.0
1190,7.0
1191,12.0
1192,14.0
1193,0.0
1194,2.0
1195,11.0
1196,0.0
1197,0.0
1198,14.0
1199,0.0
1200,0.0
1201,14.0
1202,0.0
1203,5.0
1204,7.0
1205,0.0
1206,0.0
1207,12.0
1208,4.0
1209,12.0
1210,8.0
1211,7.0
1212,24.0
1213,12.0
1214,12.0
1215,11.0
1216,11.0
1217,8.0
1218,7.0
1219,0.0
1220,0.0
1221,0.0
1222,11.0
1223,7.0
1224,0.0
1225,7.0
1226,14.0
1227,3.0
1228,7.0
1229,7.0
1230,7.0
1231,14.0
1232,7.0
1233,12.0
1234,12.0
1235,7.0
1236,12.0
1237,9.0
1238,14.0
1239,24.0
1240,4.0
1241,24.0
1242,14.0
1243,3.0
1244,0.0
1245,12.0
1246,0.0
1247,0.0
1248,14.0
1249,13.0
1250,7.0
1251,12.0
1252,8.0
1253,7.0
1254,12.0
1255,7.0
1256,0.0
1257,0.0
1258,0.0
1259,3.0
1260,0.0
1261,12.0
1262,12.0
1263,12.0
1264,8.0
1265,13.0
1266,7.0
1267,8.0
1268,7.0
1269,7.0
1270,11.0
1271,11.0
1272,8.0
1273,14.0
1274,0.0
1275,12.0
1276,0.0
1277,0.0
1278,14.0
1279,12.0
1280,14.0
1281,0.0
1282,12.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,7.0
1289,14.0
1290,12.0
1291,11.0
1292,0.0
1293,12.0
1294,24.0
1295,20.0
1296,14.0
1297,0.0
1298,1.0
1299,8.0
1300,8.0
1301,0.0
1302,4.0
1303,0.0
1304,20.0
1305,14.0
1306,11.0
1307,12.0
1308,7.0
1309,0.0
1310,0.0
1311,0.0
1312,12.0
1313,0.0
1314,12.0
1315,12.0
1316,12.0
1317,12.0
1318,0.0
1319,11.0
1320,12.0
1321,12.0
1322,12.0
1323,7.0
1324,11.0
1325,0.0
1326,14.0
1327,7.0
1328,0.0
1329,14.0
1330,13.0
1331,7.0
1332,1.0
1333,11.0
1334,15.0
1335,7.0
1336,0.0
1337,4.0
1338,0.0
1339,0.0
1340,0.0
1341,14.0
1342,9.0
1343,0.0
1344,7.0
1345,0.0
1346,8.0
1347,14.0
1348,14.0
1349,1.0
1350,0.0
1351,11.0
1352,0.0
1353,7.0
1354,0.0
1355,0.0
1356,0.0
1357,8.0
1358,0.0
1359,0.0
1360,11.0
1361,12.0
1362,12.0
1363,14.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,4.0
1370,0.0
1371,0.0
1372,7.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,12.0
1378,0.0
1379,8.0
1380,0.0
1381,7.0
1382,0.0
1383,13.0
1384,0.0
1385,7.0
1386,11.0
1387,19.0
1388,11.0
1389,0.0
1390,13.0
1391,4.0
1392,11.0
1393,24.0
1394,20.0
1395,0.0
1396,12.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,8.0
1406,0.0
1407,13.0
1408,0.0
1409,2.0
1410,7.0
1411,12.0
1412,0.0
1413,14.0
1414,13.0
1415,0.0
1416,0.0
1417,7.0
1418,0.0
1419,12.0
1420,0.0
1421,11.0
1422,0.0
1423,12.0
1424,5.0
1425,1.0
1426,0.0
1427,14.0
1428,12.0
1429,12.0
1430,19.0
1431,0.0
1432,12.0
1433,12.0
1434,0.0
1435,7.0
1436,12.0
1437,13.0
1438,0.0
1439,7.0
1440,4.0
1441,0.0
1442,7.0
1443,7.0
1444,24.0
1445,0.0
1446,12.0
1447,7.0
1448,0.0
1449,14.0
1450,21.0
1451,14.0
1452,14.0
1453,8.0
1454,7.0
1455,7.0
1456,12.0
1457,0.0
1458,8.0
1459,12.0
1460,12.0
1461,14.0
1462,12.0
1463,0.0
1464,0.0
1465,24.0
1466,13.0
1467,12.0
1468,7.0
1469,24.0
1470,14.0
1471,0.0
1472,7.0
1473,7.0
1474,14.0
1475,0.0
1476,0.0
1477,7.0
1478,0.0
1479,8.0
1480,24.0
1481,7.0
1482,0.0
1483,12.0
1484,0.0
1485,12.0
1486,0.0
1487,0.0
1488,8.0
1489,13.0
1490,14.0
1491,12.0
1492,0.0
1493,4.0
1494,0.0
1495,0.0
1496,12.0
1497,13.0
1498,12.0
1499,0.0
1500,14.0
1501,14.0
1502,12.0
1503,24.0
1504,0.0
1505,15.0
1506,12.0
1507,7.0
1508,8.0
1509,14.0
1510,0.0
1511,2.0
1512,8.0
1513,12.0
1514,7.0
1515,14.0
1516,8.0
1517,0.0
1518,8.0
1519,0.0
1520,0.0
1521,7.0
1522,0.0
1523,14.0
1524,7.0
1525,0.0
1526,0.0
1527,8.0
1528,0.0
1529,7.0
1530,0.0
1531,0.0
1532,14.0
1533,14.0
1534,12.0
1535,0.0
1536,0.0
1537,12.0
1538,0.0
1539,0.0
1540,24.0
1541,0.0
1542,0.0
1543,12.0
1544,0.0
1545,14.0
1546,12.0
1547,0.0
1548,8.0
1549,7.0
1550,14.0
1551,12.0
1552,0.0
1553,12.0
1554,0.0
1555,0.0
1556,8.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,13.0
1562,8.0
1563,6.0
1564,11.0
1565,12.0
1566,19.0
1567,0.0
1568,12.0
1569,14.0
1570,0.0
1571,0.0
1572,0.0
1573,12.0
1574,0.0
1575,14.0
1576,8.0
1577,14.0
1578,14.0
1579,7.0
1580,0.0
1581,7.0
1582,12.0
1583,14.0
1584,0.0
1585,14.0
1586,0.0
1587,9.0
1588,0.0
1589,0.0
1590,0.0
1591,24.0
1592,14.0
1593,11.0
1594,4.0
1595,0.0
1596,12.0
1597,14.0
1598,14.0
1599,0.0
1600,8.0
1601,12.0
1602,12.0
1603,13.0
1604,12.0
1605,12.0
1606,0.0
1607,7.0
1608,0.0
1609,7.0
1610,0.0
1611,14.0
1612,14.0
1613,14.0
1614,14.0
1615,12.0
1616,7.0
1617,8.0
1618,0.0
1619,14.0
1620,14.0
1621,7.0
1622,14.0
1623,0.0
1624,7.0
1625,14.0
1626,0.0
1627,0.0
1628,0.0
1629,4.0
1630,16.0
1631,11.0
1632,0.0
1633,19.0
1634,14.0
1635,11.0
1636,12.0
1637,8.0
1638,12.0
1639,0.0
1640,0.0
1641,14.0
1642,0.0
1643,14.0
1644,12.0
1645,7.0
1646,12.0
1647,23.0
1648,12.0
1649,7.0
1650,12.0
1651,7.0
1652,7.0
1653,0.0
1654,8.0
1655,14.0
1656,14.0
1657,11.0
1658,20.0
1659,0.0
1660,12.0
1661,0.0
1662,0.0
1663,14.0
1664,8.0
1665,11.0
1666,11.0
1667,12.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,12.0
1673,0.0
1674,11.0
1675,0.0
1676,7.0
1677,0.0
1678,7.0
1679,0.0
1680,14.0
1681,14.0
1682,7.0
1683,7.0
1684,0.0
1685,14.0
1686,0.0
1687,8.0
1688,11.0
1689,0.0
1690,11.0
1691,12.0
1692,0.0
1693,7.0
1694,12.0
1695,0.0
1696,14.0
1697,0.0
1698,7.0
1699,0.0
1700,0.0
1701,7.0
1702,14.0
1703,14.0
1704,12.0
1705,12.0
1706,0.0
1707,14.0
1708,9.0
1709,11.0
1710,7.0
1711,14.0
1712,0.0
1713,0.0
1714,12.0
1715,14.0
1716,21.0
1717,8.0
1718,8.0
1719,0.0
1720,0.0
1721,12.0
1722,7.0
1723,0.0
1724,12.0
1725,12.0
1726,14.0
1727,0.0
1728,0.0
1729,0.0
1730,14.0
1731,12.0
1732,0.0
1733,0.0
1734,12.0
1735,12.0
1736,0.0
1737,19.0
1738,20.0
1739,7.0
1740,0.0
1741,12.0
1742,8.0
1743,0.0
1744,12.0
1745,23.0
1746,0.0
1747,7.0
1748,0.0
1749,7.0
1750,7.0
1751,0.0
1752,0.0
1753,12.0
1754,24.0
1755,12.0
1756,6.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,14.0
1763,3.0
1764,0.0
1765,14.0
1766,0.0
1767,21.0
1768,14.0
1769,12.0
1770,14.0
1771,7.0
1772,7.0
1773,0.0
1774,14.0
1775,7.0
1776,0.0
1777,0.0
1778,0.0
1779,14.0
1780,4.0
1781,0.0
1782,0.0
1783,0.0
1784,12.0
1785,0.0
1786,14.0
1787,0.0
1788,0.0
1789,24.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,8.0
1798,0.0
1799,14.0
1800,24.0
1801,12.0
1802,0.0
1803,0.0
1804,21.0
1805,4.0
1806,7.0
1807,12.0
1808,0.0
1809,0.0
1810,0.0
1811,11.0
1812,14.0
1813,8.0
1814,12.0
1815,14.0
1816,12.0
1817,7.0
1818,15.0
1819,9.0
1820,0.0
1821,12.0
1822,4.0
1823,7.0
1824,0.0
1825,12.0
1826,0.0
1827,12.0
1828,0.0
1829,0.0
1830,14.0
1831,8.0
1832,24.0
1833,9.0
1834,7.0
1835,15.0
1836,0.0
1837,0.0
1838,12.0
1839,0.0
1840,7.0
1841,14.0
1842,12.0
1843,14.0
1844,12.0
1845,7.0
1846,20.0
1847,0.0
1848,7.0
1849,14.0
1850,0.0
1851,14.0
1852,0.0
1853,0.0
1854,12.0
1855,7.0
1856,0.0
1857,14.0
1858,12.0
1859,8.0
1860,7.0
1861,12.0
1862,0.0
1863,11.0
1864,8.0
1865,24.0
1866,0.0
1867,0.0
1868,11.0
1869,0.0
1870,0.0
1871,7.0
1872,7.0
1873,0.0
1874,7.0
1875,12.0
1876,7.0
1877,0.0
1878,0.0
1879,0.0
1880,7.0
1881,13.0
1882,12.0
1883,0.0
1884,7.0
1885,7.0
1886,24.0
1887,12.0
1888,7.0
1889,14.0
1890,0.0
1891,14.0
1892,24.0
1893,0.0
1894,0.0
1895,2.0
1896,0.0
1897,12.0
1898,14.0
1899,0.0
1900,0.0
1901,15.0
1902,0.0
1903,12.0
1904,0.0
1905,12.0
1906,4.0
1907,12.0
1908,7.0
1909,0.0
1910,0.0
1911,0.0
1912,7.0
1913,11.0
1914,0.0
1915,0.0
1916,12.0
1917,0.0
1918,0.0
1919,0.0
1920,7.0
1921,11.0
1922,7.0
1923,14.0
1924,8.0
1925,11.0
1926,7.0
1927,7.0
1928,0.0
1929,11.0
1930,0.0
1931,0.0
1932,0.0
1933,14.0
1934,7.0
1935,0.0
1936,14.0
1937,7.0
1938,0.0
1939,7.0
1940,7.0
1941,0.0
1942,0.0
1943,7.0
1944,14.0
1945,7.0
1946,7.0
1947,12.0
1948,0.0
1949,18.0
1950,0.0
1951,0.0
1952,12.0
1953,14.0
1954,11.0
1955,12.0
1956,13.0
1957,0.0
1958,14.0
1959,0.0
1960,20.0
1961,12.0
1962,7.0
1963,7.0
1964,0.0
1965,5.0
1966,0.0
1967,11.0
1968,7.0
1969,12.0
1970,14.0
1971,13.0
1972,24.0
1973,4.0
1974,0.0
1975,11.0
1976,0.0
1977,4.0
1978,12.0
1979,14.0
1980,0.0
1981,12.0
1982,12.0
1983,9.0
1984,0.0
1985,0.0
1986,8.0
1987,19.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,4.0
1993,0.0
1994,12.0
1995,0.0
1996,0.0
1997,11.0
1998,20.0
1999,0.0
2000,9.0
2001,0.0
2002,0.0
2003,0.0
2004,12.0
2005,7.0
2006,24.0
2007,0.0
2008,7.0
2009,7.0
2010,4.0
2011,7.0
2012,0.0
2013,0.0
2014,7.0
2015,8.0
2016,14.0
2017,12.0
2018,4.0
2019,20.0
2020,0.0
2021,24.0
2022,12.0
2023,0.0
2024,0.0
2025,7.0
2026,12.0
2027,8.0
2028,0.0
2029,0.0
2030,7.0
2031,13.0
2032,0.0
2033,20.0
2034,11.0
2035,12.0
2036,0.0
2037,0.0
2038,8.0
2039,17.0
2040,7.0
2041,12.0
2042,0.0
2043,7.0
2044,0.0
2045,24.0
2046,0.0
2047,12.0
2048,0.0
2049,7.0
2050,7.0
2051,12.0
2052,7.0
2053,14.0
2054,12.0
2055,7.0
2056,14.0
2057,0.0
2058,4.0
2059,14.0
2060,0.0
2061,12.0
2062,8.0
2063,0.0
2064,14.0
2065,12.0
2066,14.0
2067,0.0
2068,12.0
2069,0.0
2070,0.0
2071,11.0
2072,0.0
2073,8.0
2074,0.0
2075,0.0
2076,0.0
2077,14.0
2078,0.0
2079,12.0
2080,11.0
2081,0.0
2082,2.0
2083,0.0
2084,12.0
2085,8.0
2086,21.0
2087,0.0
2088,12.0
2089,0.0
2090,12.0
2091,12.0
2092,9.0
2093,0.0
2094,14.0
2095,12.0
2096,12.0
2097,7.0
2098,7.0
2099,7.0
2100,12.0
2101,0.0
2102,0.0
2103,0.0
2104,0.0
2105,14.0
2106,0.0
2107,7.0
2108,7.0
2109,7.0
2110,14.0
2111,0.0
2112,7.0
2113,0.0
2114,7.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,14.0
2120,8.0
2121,8.0
2122,0.0
2123,12.0
2124,0.0
2125,3.0
2126,0.0
2127,0.0
2128,3.0
2129,0.0
2130,0.0
2131,0.0
2132,7.0
2133,15.0
2134,0.0
2135,11.0
2136,0.0
2137,12.0
2138,7.0
2139,11.0
2140,0.0
