,Population
259,0.0
260,0.0
261,0.0
262,0.0
263,14.0
264,12.0
265,0.0
266,7.0
267,8.0
268,19.0
269,14.0
270,0.0
271,0.0
272,18.0
273,7.0
274,0.0
275,12.0
276,11.0
277,12.0
278,0.0
279,8.0
280,17.0
281,8.0
282,12.0
283,0.0
284,0.0
285,17.0
286,0.0
287,7.0
288,7.0
289,19.0
290,14.0
291,7.0
292,8.0
293,11.0
294,7.0
295,7.0
296,0.0
297,0.0
298,12.0
299,7.0
300,0.0
301,0.0
302,0.0
303,9.0
304,11.0
305,14.0
306,7.0
307,7.0
308,13.0
309,8.0
310,0.0
311,13.0
312,1.0
313,18.0
314,13.0
315,14.0
316,13.0
317,12.0
318,12.0
319,13.0
320,0.0
321,3.0
322,0.0
323,0.0
324,14.0
325,12.0
326,0.0
327,0.0
328,9.0
329,4.0
330,11.0
331,24.0
332,0.0
333,0.0
334,7.0
335,0.0
336,7.0
337,0.0
338,12.0
339,8.0
340,0.0
341,11.0
342,11.0
343,12.0
344,11.0
345,0.0
346,12.0
347,14.0
348,0.0
349,0.0
350,11.0
351,12.0
352,0.0
353,7.0
354,8.0
355,0.0
356,12.0
357,24.0
358,12.0
359,1.0
360,11.0
361,19.0
362,0.0
363,7.0
364,0.0
365,1.0
366,24.0
367,0.0
368,12.0
369,0.0
370,8.0
371,0.0
372,8.0
373,14.0
374,7.0
375,0.0
376,12.0
377,11.0
378,12.0
379,0.0
380,8.0
381,8.0
382,12.0
383,12.0
384,8.0
385,12.0
386,24.0
387,13.0
388,22.0
389,8.0
390,7.0
391,0.0
392,0.0
393,0.0
394,0.0
395,11.0
396,14.0
397,11.0
398,12.0
399,0.0
400,12.0
401,0.0
402,7.0
403,7.0
404,7.0
405,0.0
406,14.0
407,8.0
408,14.0
409,0.0
410,0.0
411,0.0
412,0.0
413,7.0
414,12.0
415,7.0
416,12.0
417,0.0
418,0.0
419,8.0
420,0.0
421,0.0
422,11.0
423,12.0
424,12.0
425,0.0
426,12.0
427,11.0
428,19.0
429,7.0
430,0.0
431,0.0
432,24.0
433,11.0
434,13.0
435,7.0
436,8.0
437,12.0
438,7.0
439,14.0
440,0.0
441,12.0
442,0.0
443,12.0
444,11.0
445,0.0
446,14.0
447,12.0
448,0.0
449,0.0
450,17.0
451,12.0
452,0.0
453,7.0
454,0.0
455,13.0
456,0.0
457,8.0
458,0.0
459,12.0
460,0.0
461,12.0
462,7.0
463,12.0
464,8.0
465,14.0
466,14.0
467,12.0
468,11.0
469,0.0
470,14.0
471,0.0
472,24.0
473,0.0
474,0.0
475,0.0
476,7.0
477,11.0
478,11.0
479,11.0
480,8.0
481,0.0
482,0.0
483,8.0
484,0.0
485,0.0
486,0.0
487,0.0
488,12.0
489,8.0
490,12.0
491,14.0
492,8.0
493,0.0
494,24.0
495,7.0
496,24.0
497,0.0
498,0.0
499,0.0
500,12.0
501,12.0
502,8.0
503,8.0
504,11.0
505,0.0
506,0.0
507,0.0
508,0.0
509,8.0
510,0.0
511,12.0
512,0.0
513,14.0
514,0.0
515,14.0
516,11.0
517,0.0
518,0.0
519,0.0
520,12.0
521,13.0
522,0.0
523,12.0
524,14.0
525,15.0
526,8.0
527,14.0
528,8.0
529,11.0
530,10.0
531,7.0
532,0.0
533,12.0
534,20.0
535,0.0
536,0.0
537,19.0
538,0.0
539,0.0
540,24.0
541,4.0
542,11.0
543,0.0
544,0.0
545,0.0
546,13.0
547,21.0
548,11.0
549,12.0
550,0.0
551,14.0
552,12.0
553,0.0
554,11.0
555,0.0
556,7.0
557,0.0
558,12.0
559,0.0
560,9.0
561,15.0
562,0.0
563,0.0
564,12.0
565,0.0
566,0.0
567,14.0
568,0.0
569,0.0
570,12.0
571,24.0
572,14.0
573,7.0
574,0.0
575,0.0
576,0.0
577,0.0
578,8.0
579,4.0
580,7.0
581,0.0
582,11.0
583,0.0
584,8.0
585,13.0
586,0.0
587,12.0
588,7.0
589,12.0
590,11.0
591,13.0
592,13.0
593,8.0
594,4.0
595,12.0
596,0.0
597,0.0
598,0.0
599,0.0
600,7.0
601,11.0
602,0.0
603,7.0
604,8.0
605,24.0
606,12.0
607,13.0
608,0.0
609,12.0
610,12.0
611,7.0
612,0.0
613,7.0
614,7.0
615,15.0
616,7.0
617,14.0
618,0.0
619,11.0
620,0.0
621,0.0
622,17.0
623,0.0
624,0.0
625,0.0
626,7.0
627,11.0
628,0.0
629,12.0
630,12.0
631,0.0
632,14.0
633,14.0
634,14.0
635,0.0
636,0.0
637,0.0
638,8.0
639,0.0
640,0.0
641,12.0
642,13.0
643,12.0
644,0.0
645,12.0
646,24.0
647,11.0
648,11.0
649,12.0
650,7.0
651,12.0
652,0.0
653,0.0
654,7.0
655,24.0
656,13.0
657,0.0
658,0.0
659,0.0
660,0.0
661,7.0
662,0.0
663,8.0
664,7.0
665,12.0
666,7.0
667,12.0
668,0.0
669,0.0
670,0.0
671,20.0
672,14.0
673,12.0
674,12.0
675,7.0
676,11.0
677,0.0
678,0.0
679,7.0
680,11.0
681,3.0
682,0.0
683,12.0
684,12.0
685,8.0
686,0.0
687,14.0
688,7.0
689,0.0
690,0.0
691,0.0
692,13.0
693,11.0
694,7.0
695,13.0
696,0.0
697,14.0
698,24.0
699,12.0
700,0.0
701,14.0
702,0.0
703,14.0
704,21.0
705,0.0
706,0.0
707,8.0
708,11.0
709,7.0
710,0.0
711,17.0
712,0.0
713,0.0
714,0.0
715,8.0
716,0.0
717,0.0
718,13.0
719,13.0
720,0.0
721,0.0
722,11.0
723,14.0
724,7.0
725,0.0
726,4.0
727,0.0
728,0.0
729,23.0
730,13.0
731,0.0
732,0.0
733,0.0
734,12.0
735,3.0
736,0.0
737,8.0
738,0.0
739,14.0
740,7.0
741,2.0
742,0.0
743,0.0
744,12.0
745,12.0
746,0.0
747,0.0
748,0.0
749,0.0
750,12.0
751,13.0
752,7.0
753,0.0
754,0.0
755,11.0
756,18.0
757,12.0
758,7.0
759,12.0
760,12.0
761,11.0
762,0.0
763,14.0
764,12.0
765,0.0
766,0.0
767,6.0
768,8.0
769,14.0
770,0.0
771,7.0
772,11.0
773,11.0
774,15.0
775,8.0
776,7.0
777,0.0
778,12.0
779,7.0
780,12.0
781,0.0
782,0.0
783,0.0
784,0.0
785,12.0
786,0.0
787,12.0
788,1.0
789,4.0
790,13.0
791,0.0
792,12.0
793,11.0
794,0.0
795,12.0
796,0.0
797,11.0
798,11.0
799,4.0
800,12.0
801,14.0
802,14.0
803,0.0
804,13.0
805,0.0
806,0.0
807,14.0
808,24.0
809,7.0
810,0.0
811,7.0
812,12.0
813,0.0
814,24.0
815,14.0
816,0.0
817,0.0
818,13.0
819,24.0
820,0.0
821,0.0
822,7.0
823,0.0
824,8.0
825,1.0
826,17.0
827,0.0
828,0.0
829,7.0
830,12.0
831,0.0
832,11.0
833,7.0
834,0.0
835,13.0
836,7.0
837,0.0
838,12.0
839,0.0
840,12.0
841,24.0
842,13.0
843,4.0
844,0.0
845,20.0
846,3.0
847,12.0
848,8.0
849,0.0
850,0.0
851,12.0
852,15.0
853,3.0
854,0.0
855,9.0
856,12.0
857,0.0
858,0.0
859,0.0
860,12.0
861,0.0
862,0.0
863,12.0
864,7.0
865,7.0
866,7.0
867,0.0
868,19.0
869,0.0
870,0.0
871,12.0
872,12.0
873,0.0
874,0.0
875,8.0
876,13.0
877,11.0
878,0.0
879,14.0
880,0.0
881,12.0
882,14.0
883,12.0
884,0.0
885,7.0
886,8.0
887,0.0
888,14.0
889,11.0
890,16.0
891,0.0
892,0.0
893,12.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,24.0
901,12.0
902,11.0
903,14.0
904,11.0
905,11.0
906,0.0
907,12.0
908,0.0
909,0.0
910,0.0
911,12.0
912,0.0
913,3.0
914,7.0
915,11.0
916,0.0
917,8.0
918,0.0
919,24.0
920,0.0
921,13.0
922,8.0
923,0.0
924,0.0
925,7.0
926,0.0
927,11.0
928,14.0
929,0.0
930,24.0
931,0.0
932,0.0
933,0.0
934,0.0
935,12.0
936,0.0
937,7.0
938,24.0
939,14.0
940,7.0
941,7.0
942,14.0
943,0.0
944,8.0
945,13.0
946,0.0
947,0.0
948,0.0
949,0.0
950,8.0
951,0.0
952,0.0
953,0.0
954,14.0
955,12.0
956,0.0
957,0.0
958,0.0
959,0.0
960,12.0
961,0.0
962,17.0
963,12.0
964,8.0
965,11.0
966,14.0
967,14.0
968,12.0
969,11.0
970,12.0
971,7.0
972,0.0
973,14.0
974,0.0
975,13.0
976,0.0
977,0.0
978,0.0
979,7.0
980,20.0
981,14.0
982,8.0
983,11.0
984,12.0
985,20.0
986,0.0
987,11.0
988,0.0
989,12.0
990,0.0
991,0.0
992,0.0
993,7.0
994,0.0
995,4.0
996,14.0
997,24.0
998,7.0
999,8.0
1000,19.0
1001,7.0
1002,8.0
1003,0.0
1004,12.0
1005,0.0
1006,1.0
1007,11.0
1008,12.0
1009,0.0
1010,12.0
1011,15.0
1012,11.0
1013,0.0
1014,7.0
1015,12.0
1016,3.0
1017,24.0
1018,0.0
1019,0.0
1020,7.0
1021,8.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,2.0
1032,0.0
1033,0.0
1034,0.0
1035,11.0
1036,11.0
1037,0.0
1038,0.0
1039,14.0
1040,0.0
1041,0.0
1042,12.0
1043,14.0
1044,0.0
1045,11.0
1046,0.0
1047,0.0
1048,0.0
1049,7.0
1050,11.0
1051,3.0
1052,0.0
1053,8.0
1054,0.0
1055,0.0
1056,12.0
1057,11.0
1058,0.0
1059,0.0
1060,14.0
1061,12.0
1062,0.0
1063,24.0
1064,0.0
1065,12.0
1066,0.0
1067,0.0
1068,0.0
1069,14.0
1070,0.0
1071,12.0
1072,12.0
1073,0.0
1074,0.0
1075,0.0
1076,12.0
1077,8.0
1078,0.0
1079,0.0
1080,11.0
1081,11.0
1082,0.0
1083,0.0
1084,0.0
1085,24.0
1086,11.0
1087,0.0
1088,0.0
1089,8.0
1090,0.0
1091,14.0
1092,11.0
1093,7.0
1094,12.0
1095,8.0
1096,3.0
1097,0.0
1098,13.0
1099,0.0
1100,15.0
1101,12.0
1102,0.0
1103,12.0
1104,12.0
1105,0.0
1106,11.0
1107,0.0
1108,0.0
1109,0.0
1110,12.0
1111,11.0
1112,0.0
1113,0.0
1114,24.0
1115,7.0
1116,20.0
1117,0.0
1118,0.0
1119,6.0
1120,12.0
1121,0.0
1122,8.0
1123,4.0
1124,1.0
1125,11.0
1126,13.0
1127,13.0
1128,0.0
1129,12.0
1130,12.0
1131,14.0
1132,19.0
1133,0.0
1134,12.0
1135,0.0
1136,0.0
1137,0.0
1138,11.0
1139,24.0
1140,24.0
1141,0.0
1142,14.0
1143,12.0
1144,0.0
1145,0.0
1146,7.0
1147,0.0
1148,2.0
1149,24.0
1150,13.0
1151,8.0
1152,0.0
1153,8.0
1154,12.0
1155,13.0
1156,7.0
1157,14.0
1158,17.0
1159,13.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,7.0
1165,0.0
1166,11.0
1167,15.0
1168,7.0
1169,0.0
1170,12.0
1171,0.0
1172,0.0
1173,14.0
1174,7.0
1175,0.0
1176,8.0
1177,0.0
1178,7.0
1179,4.0
1180,12.0
1181,11.0
1182,14.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,4.0
1188,8.0
1189,0.0
1190,13.0
1191,12.0
1192,7.0
1193,7.0
1194,12.0
1195,7.0
1196,0.0
1197,14.0
1198,7.0
1199,11.0
1200,20.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,8.0
1207,3.0
1208,0.0
1209,11.0
1210,0.0
1211,0.0
1212,1.0
1213,0.0
1214,12.0
1215,0.0
1216,7.0
1217,7.0
1218,7.0
1219,8.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,8.0
1225,12.0
1226,19.0
1227,7.0
1228,0.0
1229,14.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,7.0
1238,12.0
1239,8.0
1240,13.0
1241,0.0
1242,0.0
1243,8.0
1244,0.0
1245,0.0
1246,0.0
1247,12.0
1248,0.0
1249,11.0
1250,8.0
1251,12.0
1252,12.0
1253,11.0
1254,0.0
1255,7.0
1256,8.0
1257,4.0
1258,0.0
1259,7.0
1260,0.0
1261,11.0
1262,0.0
1263,7.0
1264,8.0
1265,0.0
1266,0.0
1267,0.0
1268,16.0
1269,4.0
1270,0.0
1271,24.0
1272,7.0
1273,18.0
1274,0.0
1275,0.0
1276,0.0
1277,12.0
1278,0.0
1279,0.0
1280,8.0
1281,12.0
1282,8.0
1283,0.0
1284,12.0
1285,20.0
1286,0.0
1287,0.0
1288,0.0
1289,14.0
1290,0.0
1291,0.0
1292,8.0
1293,0.0
1294,14.0
1295,0.0
1296,0.0
1297,0.0
1298,4.0
1299,0.0
1300,12.0
1301,0.0
1302,8.0
1303,0.0
1304,11.0
1305,2.0
1306,13.0
1307,14.0
1308,7.0
1309,0.0
1310,0.0
1311,0.0
1312,11.0
1313,11.0
1314,12.0
1315,7.0
1316,0.0
1317,20.0
1318,0.0
1319,12.0
1320,7.0
1321,0.0
1322,0.0
1323,8.0
1324,7.0
1325,7.0
1326,12.0
1327,11.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,4.0
1333,0.0
1334,14.0
1335,24.0
1336,13.0
1337,8.0
1338,11.0
1339,0.0
1340,0.0
1341,11.0
1342,24.0
1343,0.0
1344,8.0
1345,7.0
1346,11.0
1347,11.0
1348,23.0
1349,12.0
1350,12.0
1351,14.0
1352,12.0
1353,14.0
1354,12.0
1355,19.0
1356,0.0
1357,13.0
1358,0.0
1359,13.0
1360,12.0
1361,12.0
1362,0.0
1363,8.0
1364,8.0
1365,7.0
1366,14.0
1367,0.0
1368,12.0
1369,1.0
1370,11.0
1371,24.0
1372,12.0
1373,20.0
1374,0.0
1375,12.0
1376,0.0
1377,0.0
1378,12.0
1379,8.0
1380,12.0
1381,24.0
1382,9.0
1383,12.0
1384,8.0
1385,0.0
1386,15.0
1387,0.0
1388,0.0
1389,14.0
1390,0.0
1391,0.0
1392,0.0
1393,14.0
1394,8.0
1395,11.0
1396,0.0
1397,12.0
1398,0.0
1399,0.0
1400,4.0
1401,8.0
1402,12.0
1403,0.0
1404,0.0
1405,15.0
1406,0.0
1407,8.0
1408,0.0
1409,8.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,12.0
1416,0.0
1417,3.0
1418,12.0
1419,20.0
1420,0.0
1421,7.0
1422,0.0
1423,0.0
1424,0.0
1425,11.0
1426,24.0
1427,0.0
1428,12.0
1429,0.0
1430,0.0
1431,0.0
1432,12.0
1433,1.0
1434,0.0
1435,0.0
1436,7.0
1437,7.0
1438,0.0
1439,12.0
1440,7.0
1441,0.0
1442,4.0
1443,7.0
1444,0.0
1445,8.0
1446,12.0
1447,7.0
1448,8.0
1449,0.0
1450,14.0
1451,0.0
1452,0.0
1453,11.0
1454,11.0
1455,0.0
1456,1.0
1457,20.0
1458,0.0
1459,0.0
1460,7.0
1461,11.0
1462,11.0
1463,0.0
1464,8.0
1465,7.0
1466,12.0
1467,0.0
1468,12.0
1469,24.0
1470,0.0
1471,0.0
1472,11.0
1473,7.0
1474,13.0
1475,14.0
1476,7.0
1477,23.0
1478,14.0
1479,24.0
1480,14.0
1481,11.0
1482,14.0
1483,0.0
1484,0.0
1485,0.0
1486,11.0
1487,0.0
1488,0.0
1489,5.0
1490,0.0
1491,24.0
1492,12.0
1493,24.0
1494,0.0
1495,8.0
1496,14.0
1497,7.0
1498,0.0
1499,12.0
1500,0.0
1501,11.0
1502,8.0
1503,12.0
1504,13.0
1505,0.0
1506,7.0
1507,14.0
1508,8.0
1509,12.0
1510,0.0
1511,0.0
1512,14.0
1513,0.0
1514,12.0
1515,7.0
1516,14.0
1517,0.0
1518,8.0
1519,11.0
1520,0.0
1521,0.0
1522,0.0
1523,8.0
1524,0.0
1525,7.0
1526,0.0
1527,14.0
1528,8.0
1529,0.0
1530,11.0
1531,7.0
1532,14.0
1533,8.0
1534,1.0
1535,0.0
1536,0.0
1537,20.0
1538,1.0
1539,0.0
1540,0.0
1541,8.0
1542,15.0
1543,14.0
1544,0.0
1545,0.0
1546,0.0
1547,7.0
1548,12.0
1549,11.0
1550,12.0
1551,0.0
1552,20.0
1553,7.0
1554,0.0
1555,12.0
1556,8.0
1557,0.0
1558,12.0
1559,12.0
1560,11.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,7.0
1567,7.0
1568,0.0
1569,7.0
1570,0.0
1571,16.0
1572,0.0
1573,0.0
1574,0.0
1575,2.0
1576,14.0
1577,8.0
1578,0.0
1579,9.0
1580,8.0
1581,12.0
1582,12.0
1583,12.0
1584,7.0
1585,12.0
1586,7.0
1587,0.0
1588,0.0
1589,0.0
1590,24.0
1591,7.0
1592,0.0
1593,0.0
1594,0.0
1595,7.0
1596,0.0
1597,24.0
1598,20.0
1599,0.0
1600,8.0
1601,12.0
1602,8.0
1603,0.0
1604,8.0
1605,7.0
1606,24.0
1607,12.0
1608,14.0
1609,0.0
1610,0.0
1611,0.0
1612,12.0
1613,4.0
1614,0.0
1615,11.0
1616,0.0
1617,14.0
1618,0.0
1619,0.0
1620,0.0
1621,11.0
1622,0.0
1623,7.0
1624,8.0
1625,0.0
1626,7.0
1627,13.0
1628,0.0
1629,0.0
1630,7.0
1631,11.0
1632,12.0
1633,13.0
1634,7.0
1635,0.0
1636,14.0
1637,0.0
1638,12.0
1639,0.0
1640,12.0
1641,0.0
1642,0.0
1643,7.0
1644,4.0
1645,0.0
1646,7.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,7.0
1652,0.0
1653,11.0
1654,8.0
1655,19.0
1656,15.0
1657,0.0
1658,11.0
1659,7.0
1660,12.0
1661,0.0
1662,7.0
1663,12.0
1664,0.0
1665,7.0
1666,0.0
1667,14.0
1668,12.0
1669,20.0
1670,20.0
1671,17.0
1672,7.0
1673,14.0
1674,0.0
1675,0.0
1676,8.0
1677,11.0
1678,0.0
1679,13.0
1680,14.0
1681,1.0
1682,11.0
1683,8.0
1684,9.0
1685,11.0
1686,13.0
1687,14.0
1688,7.0
1689,0.0
1690,8.0
1691,7.0
1692,14.0
1693,7.0
1694,14.0
1695,19.0
1696,0.0
1697,0.0
1698,14.0
1699,13.0
1700,0.0
1701,24.0
1702,0.0
1703,14.0
1704,0.0
1705,14.0
1706,0.0
1707,12.0
1708,0.0
1709,12.0
1710,24.0
1711,0.0
1712,0.0
1713,8.0
1714,7.0
1715,0.0
1716,4.0
1717,11.0
1718,7.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,11.0
1724,0.0
1725,12.0
1726,14.0
1727,7.0
1728,0.0
1729,14.0
1730,0.0
1731,0.0
1732,0.0
1733,11.0
1734,8.0
1735,7.0
1736,12.0
1737,0.0
1738,12.0
1739,7.0
1740,12.0
1741,12.0
1742,11.0
1743,11.0
1744,11.0
1745,12.0
1746,0.0
1747,7.0
1748,8.0
1749,0.0
1750,17.0
1751,7.0
1752,0.0
1753,12.0
1754,14.0
1755,0.0
1756,1.0
1757,12.0
1758,9.0
1759,14.0
1760,17.0
1761,11.0
1762,0.0
1763,0.0
1764,11.0
1765,11.0
1766,7.0
1767,18.0
1768,12.0
1769,0.0
1770,0.0
1771,19.0
1772,12.0
1773,8.0
1774,13.0
1775,11.0
1776,0.0
1777,20.0
1778,11.0
1779,11.0
1780,7.0
1781,7.0
1782,14.0
1783,24.0
1784,13.0
1785,11.0
1786,0.0
1787,0.0
1788,12.0
1789,0.0
1790,13.0
1791,0.0
1792,12.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,14.0
1798,11.0
1799,0.0
1800,13.0
1801,8.0
1802,0.0
1803,0.0
1804,14.0
1805,8.0
1806,0.0
1807,12.0
1808,15.0
1809,0.0
1810,12.0
1811,11.0
1812,12.0
1813,14.0
1814,12.0
1815,0.0
1816,0.0
1817,14.0
1818,14.0
1819,11.0
1820,0.0
1821,8.0
1822,11.0
1823,0.0
1824,11.0
1825,12.0
1826,0.0
1827,12.0
1828,0.0
1829,7.0
1830,11.0
1831,0.0
1832,14.0
1833,12.0
1834,0.0
1835,0.0
1836,13.0
1837,14.0
1838,0.0
1839,11.0
1840,0.0
1841,16.0
1842,8.0
1843,14.0
1844,7.0
1845,0.0
1846,0.0
1847,8.0
1848,13.0
1849,0.0
1850,24.0
1851,0.0
1852,7.0
1853,14.0
1854,14.0
1855,12.0
1856,11.0
1857,12.0
1858,0.0
1859,14.0
1860,12.0
1861,7.0
1862,14.0
1863,0.0
1864,8.0
1865,0.0
1866,0.0
1867,0.0
1868,12.0
1869,0.0
1870,7.0
1871,11.0
1872,0.0
1873,7.0
1874,0.0
1875,12.0
1876,24.0
1877,7.0
1878,12.0
1879,0.0
1880,7.0
1881,0.0
1882,0.0
1883,0.0
1884,7.0
1885,14.0
1886,14.0
1887,24.0
1888,12.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,13.0
1897,0.0
1898,0.0
1899,0.0
1900,8.0
1901,8.0
1902,0.0
1903,0.0
1904,0.0
1905,14.0
1906,0.0
1907,12.0
1908,0.0
1909,12.0
1910,0.0
1911,11.0
1912,0.0
1913,12.0
1914,0.0
1915,0.0
1916,0.0
1917,12.0
1918,0.0
1919,0.0
1920,0.0
1921,7.0
1922,12.0
1923,12.0
1924,0.0
1925,0.0
1926,8.0
1927,0.0
1928,0.0
1929,0.0
1930,11.0
1931,12.0
1932,0.0
1933,12.0
1934,0.0
1935,11.0
1936,11.0
1937,12.0
1938,0.0
1939,12.0
1940,3.0
1941,0.0
1942,0.0
1943,8.0
1944,0.0
1945,0.0
1946,13.0
1947,19.0
1948,0.0
1949,11.0
1950,11.0
1951,8.0
1952,14.0
1953,0.0
1954,0.0
1955,8.0
1956,0.0
1957,11.0
1958,4.0
1959,13.0
1960,12.0
1961,0.0
1962,0.0
1963,7.0
1964,14.0
1965,12.0
1966,14.0
1967,8.0
1968,9.0
1969,0.0
1970,0.0
1971,4.0
1972,4.0
1973,11.0
1974,14.0
1975,7.0
1976,0.0
1977,0.0
1978,12.0
1979,24.0
1980,0.0
1981,0.0
1982,24.0
1983,7.0
1984,0.0
1985,12.0
1986,7.0
1987,14.0
1988,7.0
1989,13.0
1990,8.0
1991,0.0
1992,13.0
1993,0.0
1994,0.0
1995,0.0
1996,12.0
1997,0.0
1998,8.0
1999,24.0
2000,17.0
2001,11.0
2002,12.0
2003,7.0
2004,11.0
2005,0.0
2006,11.0
2007,0.0
2008,8.0
2009,0.0
2010,0.0
2011,0.0
2012,24.0
2013,8.0
2014,12.0
2015,7.0
2016,11.0
2017,0.0
2018,14.0
2019,8.0
2020,12.0
2021,12.0
2022,11.0
2023,14.0
2024,7.0
2025,0.0
2026,11.0
2027,11.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,12.0
2033,0.0
2034,11.0
2035,0.0
2036,0.0
2037,0.0
2038,12.0
2039,0.0
2040,11.0
2041,0.0
2042,0.0
2043,14.0
2044,0.0
2045,12.0
2046,12.0
2047,0.0
2048,12.0
2049,12.0
2050,0.0
2051,0.0
2052,14.0
2053,0.0
2054,12.0
2055,8.0
2056,7.0
2057,20.0
2058,8.0
2059,12.0
2060,12.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,13.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,4.0
2071,14.0
2072,7.0
2073,13.0
2074,14.0
2075,14.0
2076,6.0
2077,14.0
2078,7.0
2079,0.0
2080,12.0
2081,7.0
2082,0.0
2083,0.0
2084,0.0
2085,11.0
2086,0.0
2087,12.0
2088,12.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,7.0
2094,0.0
2095,0.0
2096,7.0
2097,8.0
2098,0.0
2099,14.0
2100,0.0
2101,13.0
2102,9.0
2103,12.0
2104,0.0
2105,0.0
2106,12.0
2107,7.0
2108,12.0
2109,8.0
2110,0.0
2111,8.0
2112,12.0
2113,12.0
2114,12.0
2115,7.0
2116,11.0
2117,12.0
2118,12.0
2119,11.0
2120,12.0
2121,0.0
2122,14.0
2123,12.0
2124,11.0
2125,0.0
2126,14.0
2127,0.0
2128,0.0
2129,7.0
2130,8.0
2131,0.0
2132,0.0
2133,7.0
2134,0.0
2135,0.0
2136,11.0
2137,0.0
2138,8.0
2139,0.0
2140,8.0
