,Population
572,12.0
573,24.0
574,0.0
575,0.0
576,8.0
577,0.0
578,11.0
579,12.0
580,11.0
581,18.0
582,4.0
583,0.0
584,0.0
585,11.0
586,18.0
587,0.0
588,24.0
589,0.0
590,0.0
591,7.0
592,0.0
593,7.0
594,12.0
595,0.0
596,0.0
597,12.0
598,1.0
599,0.0
600,14.0
601,0.0
602,8.0
603,0.0
604,4.0
605,12.0
606,0.0
607,19.0
608,0.0
609,0.0
610,12.0
611,7.0
612,12.0
613,0.0
614,0.0
615,7.0
616,24.0
617,0.0
618,11.0
619,8.0
620,0.0
621,14.0
622,0.0
623,0.0
624,7.0
625,0.0
626,12.0
627,7.0
628,8.0
629,20.0
630,8.0
631,7.0
632,0.0
633,4.0
634,0.0
635,1.0
636,11.0
637,0.0
638,7.0
639,0.0
640,14.0
641,0.0
642,0.0
643,0.0
644,7.0
645,11.0
646,7.0
647,0.0
648,0.0
649,11.0
650,24.0
651,0.0
652,12.0
653,7.0
654,7.0
655,0.0
656,8.0
657,13.0
658,0.0
659,14.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,13.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,12.0
672,24.0
673,12.0
674,0.0
675,0.0
676,13.0
677,14.0
678,8.0
679,8.0
680,14.0
681,0.0
682,24.0
683,11.0
684,11.0
685,19.0
686,0.0
687,12.0
688,0.0
689,0.0
690,14.0
691,8.0
692,0.0
693,12.0
694,0.0
695,7.0
696,0.0
697,11.0
698,12.0
699,0.0
700,14.0
701,11.0
702,12.0
703,0.0
704,0.0
705,8.0
706,12.0
707,13.0
708,11.0
709,14.0
710,0.0
711,0.0
712,12.0
713,9.0
714,0.0
715,0.0
716,0.0
717,12.0
718,14.0
719,11.0
720,0.0
721,12.0
722,0.0
723,19.0
724,7.0
725,0.0
726,0.0
727,12.0
728,0.0
729,14.0
730,14.0
731,0.0
732,7.0
733,24.0
734,12.0
735,7.0
736,7.0
737,12.0
738,24.0
739,14.0
740,12.0
741,0.0
742,12.0
743,0.0
744,0.0
745,13.0
746,13.0
747,12.0
748,0.0
749,0.0
750,7.0
751,24.0
752,0.0
753,0.0
754,7.0
755,24.0
756,0.0
757,0.0
758,8.0
759,0.0
760,12.0
761,0.0
762,2.0
763,14.0
764,7.0
765,11.0
766,0.0
767,11.0
768,14.0
769,3.0
770,0.0
771,0.0
772,12.0
773,0.0
774,7.0
775,0.0
776,19.0
777,0.0
778,7.0
779,8.0
780,0.0
781,14.0
782,14.0
783,11.0
784,7.0
785,0.0
786,17.0
787,0.0
788,15.0
789,0.0
790,13.0
791,0.0
792,12.0
793,7.0
794,12.0
795,0.0
796,11.0
797,0.0
798,13.0
799,17.0
800,14.0
801,0.0
802,0.0
803,12.0
804,18.0
805,12.0
806,14.0
807,8.0
808,12.0
809,12.0
810,7.0
811,7.0
812,0.0
813,0.0
814,12.0
815,0.0
816,11.0
817,0.0
818,12.0
819,0.0
820,14.0
821,0.0
822,0.0
823,11.0
824,11.0
825,0.0
826,7.0
827,7.0
828,7.0
829,14.0
830,12.0
831,12.0
832,8.0
833,0.0
834,24.0
835,0.0
836,0.0
837,12.0
838,13.0
839,0.0
840,0.0
841,0.0
842,19.0
843,0.0
844,0.0
845,0.0
846,12.0
847,8.0
848,4.0
849,12.0
850,0.0
851,0.0
852,20.0
853,0.0
854,7.0
855,0.0
856,12.0
857,14.0
858,0.0
859,0.0
860,14.0
861,20.0
862,7.0
863,19.0
864,7.0
865,8.0
866,16.0
867,11.0
868,11.0
869,12.0
870,0.0
871,0.0
872,14.0
873,23.0
874,0.0
875,12.0
876,12.0
877,11.0
878,7.0
879,0.0
880,12.0
881,14.0
882,8.0
883,0.0
884,0.0
885,8.0
886,0.0
887,8.0
888,0.0
889,14.0
890,11.0
891,0.0
892,7.0
893,11.0
894,7.0
895,4.0
896,7.0
897,13.0
898,7.0
899,0.0
900,12.0
901,0.0
902,14.0
903,12.0
904,11.0
905,0.0
906,7.0
907,8.0
908,0.0
909,0.0
910,0.0
911,7.0
912,0.0
913,2.0
914,8.0
915,14.0
916,0.0
917,11.0
918,7.0
919,0.0
920,8.0
921,0.0
922,12.0
923,13.0
924,0.0
925,12.0
926,7.0
927,12.0
928,24.0
929,14.0
930,12.0
931,20.0
932,14.0
933,0.0
934,14.0
935,8.0
936,7.0
937,0.0
938,24.0
939,12.0
940,7.0
941,0.0
942,8.0
943,12.0
944,12.0
945,0.0
946,11.0
947,0.0
948,0.0
949,11.0
950,11.0
951,0.0
952,14.0
953,11.0
954,0.0
955,14.0
956,12.0
957,4.0
958,7.0
959,0.0
960,7.0
961,14.0
962,0.0
963,7.0
964,24.0
965,0.0
966,0.0
967,0.0
968,0.0
969,8.0
970,0.0
971,13.0
972,14.0
973,14.0
974,14.0
975,11.0
976,12.0
977,0.0
978,12.0
979,24.0
980,0.0
981,8.0
982,14.0
983,7.0
984,12.0
985,0.0
986,8.0
987,0.0
988,12.0
989,0.0
990,12.0
991,12.0
992,0.0
993,12.0
994,17.0
995,0.0
996,14.0
997,7.0
998,0.0
999,12.0
1000,0.0
1001,11.0
1002,0.0
1003,13.0
1004,11.0
1005,7.0
1006,0.0
1007,4.0
1008,12.0
1009,12.0
1010,0.0
1011,8.0
1012,2.0
1013,3.0
1014,14.0
1015,11.0
1016,12.0
1017,12.0
1018,19.0
1019,12.0
1020,14.0
1021,0.0
1022,0.0
1023,14.0
1024,14.0
1025,0.0
1026,0.0
1027,14.0
1028,11.0
1029,0.0
1030,7.0
1031,0.0
1032,12.0
1033,7.0
1034,12.0
1035,0.0
1036,0.0
1037,0.0
1038,13.0
1039,19.0
1040,0.0
1041,7.0
1042,0.0
1043,0.0
1044,7.0
1045,0.0
1046,8.0
1047,13.0
1048,11.0
1049,4.0
1050,12.0
1051,11.0
1052,0.0
1053,4.0
1054,0.0
1055,0.0
1056,0.0
1057,14.0
1058,0.0
1059,0.0
1060,0.0
1061,14.0
1062,12.0
1063,24.0
1064,17.0
1065,14.0
1066,11.0
1067,7.0
1068,7.0
1069,0.0
1070,0.0
1071,1.0
1072,24.0
1073,0.0
1074,7.0
1075,0.0
1076,14.0
1077,9.0
1078,12.0
1079,0.0
1080,19.0
1081,8.0
1082,11.0
1083,7.0
1084,12.0
1085,0.0
1086,0.0
1087,13.0
1088,24.0
1089,3.0
1090,12.0
1091,13.0
1092,24.0
1093,0.0
1094,12.0
1095,0.0
1096,0.0
1097,12.0
1098,12.0
1099,12.0
1100,4.0
1101,0.0
1102,0.0
1103,0.0
1104,12.0
1105,0.0
1106,7.0
1107,7.0
1108,17.0
1109,12.0
1110,7.0
1111,12.0
1112,12.0
1113,3.0
1114,7.0
1115,12.0
1116,14.0
1117,14.0
1118,0.0
1119,0.0
1120,23.0
1121,0.0
1122,0.0
1123,8.0
1124,0.0
1125,0.0
1126,0.0
1127,7.0
1128,14.0
1129,8.0
1130,7.0
1131,0.0
1132,7.0
1133,3.0
1134,24.0
1135,24.0
1136,0.0
1137,12.0
1138,0.0
1139,12.0
1140,0.0
1141,24.0
1142,0.0
1143,5.0
1144,12.0
1145,8.0
1146,0.0
1147,14.0
1148,0.0
1149,14.0
1150,12.0
1151,11.0
1152,0.0
1153,14.0
1154,12.0
1155,0.0
1156,0.0
1157,8.0
1158,0.0
1159,24.0
1160,0.0
1161,12.0
1162,7.0
1163,7.0
1164,0.0
1165,8.0
1166,11.0
1167,0.0
1168,0.0
1169,20.0
1170,0.0
1171,12.0
1172,0.0
1173,11.0
1174,0.0
1175,11.0
1176,0.0
1177,24.0
1178,0.0
1179,0.0
1180,11.0
1181,12.0
1182,12.0
1183,7.0
1184,12.0
1185,0.0
1186,15.0
1187,17.0
1188,14.0
1189,0.0
1190,0.0
1191,2.0
1192,12.0
1193,0.0
1194,12.0
1195,12.0
1196,0.0
1197,0.0
1198,0.0
1199,7.0
1200,0.0
1201,0.0
1202,22.0
1203,0.0
1204,12.0
1205,0.0
1206,12.0
1207,0.0
1208,0.0
1209,11.0
1210,11.0
1211,12.0
1212,8.0
1213,0.0
1214,0.0
1215,12.0
1216,12.0
1217,0.0
1218,12.0
1219,12.0
1220,12.0
1221,7.0
1222,12.0
1223,8.0
1224,8.0
1225,7.0
1226,0.0
1227,24.0
1228,13.0
1229,2.0
1230,0.0
1231,14.0
1232,14.0
1233,7.0
1234,7.0
1235,0.0
1236,7.0
1237,0.0
1238,11.0
1239,0.0
1240,8.0
1241,7.0
1242,12.0
1243,14.0
1244,11.0
1245,0.0
1246,14.0
1247,0.0
1248,7.0
1249,0.0
1250,0.0
1251,12.0
1252,0.0
1253,0.0
1254,0.0
1255,12.0
1256,0.0
1257,0.0
1258,7.0
1259,0.0
1260,0.0
1261,0.0
1262,12.0
1263,0.0
1264,0.0
1265,0.0
1266,11.0
1267,7.0
1268,14.0
1269,0.0
1270,14.0
1271,11.0
1272,24.0
1273,14.0
1274,7.0
1275,11.0
1276,12.0
1277,0.0
1278,0.0
1279,12.0
1280,14.0
1281,14.0
1282,11.0
1283,12.0
1284,14.0
1285,0.0
1286,12.0
1287,0.0
1288,11.0
1289,0.0
1290,13.0
1291,0.0
1292,17.0
1293,17.0
1294,24.0
1295,11.0
1296,9.0
1297,24.0
1298,0.0
1299,14.0
1300,7.0
1301,0.0
1302,12.0
1303,0.0
1304,0.0
1305,3.0
1306,0.0
1307,7.0
1308,7.0
1309,12.0
1310,0.0
1311,0.0
1312,12.0
1313,8.0
1314,8.0
1315,0.0
1316,0.0
1317,12.0
1318,14.0
1319,14.0
1320,0.0
1321,14.0
1322,8.0
1323,12.0
1324,7.0
1325,4.0
1326,7.0
1327,7.0
1328,0.0
1329,0.0
1330,6.0
1331,7.0
1332,12.0
1333,0.0
1334,0.0
1335,0.0
1336,7.0
1337,0.0
1338,8.0
1339,15.0
1340,0.0
1341,7.0
1342,12.0
1343,24.0
1344,14.0
1345,20.0
1346,12.0
1347,0.0
1348,0.0
1349,7.0
1350,0.0
1351,0.0
1352,0.0
1353,14.0
1354,13.0
1355,7.0
1356,11.0
1357,0.0
1358,24.0
1359,12.0
1360,12.0
1361,14.0
1362,8.0
1363,0.0
1364,7.0
1365,0.0
1366,12.0
1367,7.0
1368,0.0
1369,9.0
1370,7.0
1371,8.0
1372,0.0
1373,7.0
1374,8.0
1375,0.0
1376,8.0
1377,24.0
1378,7.0
1379,12.0
1380,13.0
1381,14.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,14.0
1387,14.0
1388,7.0
1389,0.0
1390,24.0
1391,0.0
1392,0.0
1393,0.0
1394,14.0
1395,14.0
1396,6.0
1397,13.0
1398,12.0
1399,12.0
1400,7.0
1401,7.0
1402,14.0
1403,7.0
1404,7.0
1405,0.0
1406,0.0
1407,7.0
1408,14.0
1409,12.0
1410,7.0
1411,7.0
1412,0.0
1413,11.0
1414,8.0
1415,0.0
1416,7.0
1417,12.0
1418,12.0
1419,14.0
1420,0.0
1421,1.0
1422,15.0
1423,11.0
1424,0.0
1425,0.0
1426,14.0
1427,0.0
1428,14.0
1429,0.0
1430,0.0
1431,14.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,8.0
1437,12.0
1438,0.0
1439,11.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,12.0
1446,7.0
1447,17.0
1448,0.0
1449,7.0
1450,7.0
1451,12.0
1452,0.0
1453,7.0
1454,7.0
1455,11.0
1456,11.0
1457,11.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,12.0
1465,7.0
1466,13.0
1467,11.0
1468,14.0
1469,0.0
1470,0.0
1471,0.0
1472,20.0
1473,0.0
1474,13.0
1475,14.0
1476,18.0
1477,9.0
1478,0.0
1479,11.0
1480,0.0
1481,0.0
1482,12.0
1483,13.0
1484,8.0
1485,0.0
1486,12.0
1487,0.0
1488,15.0
1489,0.0
1490,12.0
1491,0.0
1492,19.0
1493,14.0
1494,12.0
1495,7.0
1496,13.0
1497,8.0
1498,0.0
1499,14.0
1500,0.0
1501,12.0
1502,0.0
1503,12.0
1504,7.0
1505,1.0
1506,0.0
1507,0.0
1508,0.0
1509,7.0
1510,12.0
1511,7.0
1512,0.0
1513,7.0
1514,12.0
1515,11.0
1516,0.0
1517,4.0
1518,0.0
1519,4.0
1520,12.0
1521,12.0
1522,14.0
1523,0.0
1524,7.0
1525,12.0
1526,19.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,11.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,8.0
1538,0.0
1539,0.0
1540,0.0
1541,11.0
1542,0.0
1543,19.0
1544,7.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,14.0
1550,0.0
1551,14.0
1552,11.0
1553,11.0
1554,11.0
1555,7.0
1556,12.0
1557,17.0
1558,24.0
1559,13.0
1560,12.0
1561,12.0
1562,0.0
1563,0.0
1564,14.0
1565,14.0
1566,24.0
1567,12.0
1568,14.0
1569,0.0
1570,11.0
1571,7.0
1572,12.0
1573,14.0
1574,0.0
1575,7.0
1576,12.0
1577,0.0
1578,7.0
1579,0.0
1580,0.0
1581,7.0
1582,0.0
1583,12.0
1584,7.0
1585,9.0
1586,12.0
1587,12.0
1588,11.0
1589,0.0
1590,12.0
1591,0.0
1592,14.0
1593,13.0
1594,0.0
1595,24.0
1596,11.0
1597,0.0
1598,0.0
1599,0.0
1600,8.0
1601,14.0
1602,12.0
1603,4.0
1604,0.0
1605,0.0
1606,24.0
1607,12.0
1608,11.0
1609,14.0
1610,11.0
1611,11.0
1612,0.0
1613,16.0
1614,0.0
1615,0.0
1616,7.0
1617,12.0
1618,9.0
1619,7.0
1620,0.0
1621,13.0
1622,12.0
1623,0.0
1624,12.0
1625,24.0
1626,0.0
1627,7.0
1628,14.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,11.0
1634,0.0
1635,18.0
1636,11.0
1637,0.0
1638,8.0
1639,14.0
1640,0.0
1641,11.0
1642,16.0
1643,7.0
1644,0.0
1645,7.0
1646,24.0
1647,7.0
1648,11.0
1649,14.0
1650,15.0
1651,0.0
1652,8.0
1653,0.0
1654,18.0
1655,0.0
1656,7.0
1657,8.0
1658,12.0
1659,12.0
1660,9.0
1661,19.0
1662,0.0
1663,19.0
1664,0.0
1665,12.0
1666,12.0
1667,3.0
1668,0.0
1669,7.0
1670,7.0
1671,7.0
1672,11.0
1673,11.0
1674,11.0
1675,7.0
1676,8.0
1677,7.0
1678,12.0
1679,14.0
1680,20.0
1681,14.0
1682,0.0
1683,0.0
1684,20.0
1685,20.0
1686,0.0
1687,0.0
1688,7.0
1689,0.0
1690,11.0
1691,12.0
1692,0.0
1693,0.0
1694,8.0
1695,0.0
1696,0.0
1697,12.0
1698,14.0
1699,0.0
1700,24.0
1701,14.0
1702,0.0
1703,0.0
1704,14.0
1705,12.0
1706,14.0
1707,0.0
1708,11.0
1709,0.0
1710,12.0
1711,0.0
1712,0.0
1713,8.0
1714,12.0
1715,0.0
1716,12.0
1717,12.0
1718,11.0
1719,8.0
1720,0.0
1721,0.0
1722,0.0
1723,11.0
1724,0.0
1725,0.0
1726,24.0
1727,0.0
1728,8.0
1729,19.0
1730,2.0
1731,13.0
1732,4.0
1733,14.0
1734,0.0
1735,12.0
1736,8.0
1737,0.0
1738,0.0
1739,19.0
1740,0.0
1741,0.0
1742,8.0
1743,0.0
1744,7.0
1745,0.0
1746,4.0
1747,0.0
1748,0.0
1749,7.0
1750,0.0
1751,0.0
1752,0.0
1753,11.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,12.0
1759,0.0
1760,14.0
1761,14.0
1762,0.0
1763,11.0
1764,0.0
1765,8.0
1766,0.0
1767,7.0
1768,12.0
1769,4.0
1770,12.0
1771,0.0
1772,8.0
1773,7.0
1774,8.0
1775,0.0
1776,7.0
1777,0.0
1778,7.0
1779,2.0
1780,8.0
1781,8.0
1782,14.0
1783,8.0
1784,11.0
1785,7.0
1786,12.0
1787,12.0
1788,11.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,7.0
1794,12.0
1795,24.0
1796,11.0
1797,24.0
1798,0.0
1799,7.0
1800,8.0
1801,8.0
1802,0.0
1803,0.0
1804,0.0
1805,12.0
1806,12.0
1807,7.0
1808,11.0
1809,19.0
1810,12.0
1811,0.0
1812,7.0
1813,11.0
1814,24.0
1815,12.0
1816,0.0
1817,0.0
1818,14.0
1819,0.0
1820,0.0
1821,8.0
1822,9.0
1823,11.0
1824,7.0
1825,7.0
1826,11.0
1827,8.0
1828,24.0
1829,8.0
1830,7.0
1831,12.0
1832,0.0
1833,11.0
1834,0.0
1835,7.0
1836,11.0
1837,12.0
1838,0.0
1839,13.0
1840,14.0
1841,14.0
1842,18.0
1843,11.0
1844,0.0
1845,0.0
1846,0.0
1847,24.0
1848,0.0
1849,0.0
1850,4.0
1851,19.0
1852,7.0
1853,0.0
1854,0.0
1855,11.0
1856,19.0
1857,8.0
1858,7.0
1859,12.0
1860,8.0
1861,0.0
1862,7.0
1863,12.0
1864,7.0
1865,11.0
1866,12.0
1867,11.0
1868,8.0
1869,15.0
1870,0.0
1871,12.0
1872,0.0
1873,13.0
1874,0.0
1875,0.0
1876,12.0
1877,7.0
1878,0.0
1879,14.0
1880,12.0
1881,7.0
1882,14.0
1883,0.0
1884,13.0
1885,0.0
1886,7.0
1887,0.0
1888,11.0
1889,0.0
1890,0.0
1891,13.0
1892,12.0
1893,14.0
1894,0.0
1895,0.0
1896,0.0
1897,14.0
1898,17.0
1899,14.0
1900,14.0
1901,11.0
1902,0.0
1903,8.0
1904,0.0
1905,12.0
1906,7.0
1907,7.0
1908,0.0
1909,8.0
1910,7.0
1911,0.0
1912,8.0
1913,24.0
1914,0.0
1915,7.0
1916,14.0
1917,11.0
1918,8.0
1919,0.0
1920,0.0
1921,7.0
1922,13.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,8.0
1928,11.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,13.0
1934,24.0
1935,12.0
1936,12.0
1937,19.0
1938,0.0
1939,0.0
1940,7.0
1941,0.0
1942,0.0
1943,0.0
1944,7.0
1945,7.0
1946,0.0
1947,12.0
1948,0.0
1949,0.0
1950,11.0
1951,7.0
1952,0.0
1953,0.0
1954,0.0
1955,7.0
1956,7.0
1957,12.0
1958,7.0
1959,0.0
1960,0.0
1961,7.0
1962,12.0
1963,11.0
1964,0.0
1965,14.0
1966,11.0
1967,11.0
1968,0.0
1969,0.0
1970,0.0
1971,11.0
1972,13.0
1973,11.0
1974,7.0
1975,14.0
1976,0.0
1977,7.0
1978,12.0
1979,0.0
1980,0.0
1981,11.0
1982,7.0
1983,0.0
1984,12.0
1985,11.0
1986,4.0
1987,0.0
1988,0.0
1989,11.0
1990,0.0
1991,12.0
1992,0.0
1993,12.0
1994,8.0
1995,7.0
1996,7.0
1997,14.0
1998,7.0
1999,0.0
2000,11.0
2001,0.0
2002,12.0
2003,18.0
2004,15.0
2005,0.0
2006,8.0
2007,7.0
2008,12.0
2009,11.0
2010,12.0
2011,12.0
2012,12.0
2013,0.0
2014,19.0
2015,12.0
2016,7.0
2017,0.0
2018,8.0
2019,0.0
2020,12.0
2021,3.0
2022,11.0
2023,7.0
2024,0.0
2025,12.0
2026,0.0
2027,12.0
2028,12.0
2029,0.0
2030,12.0
2031,11.0
2032,8.0
2033,14.0
2034,7.0
2035,12.0
2036,0.0
2037,14.0
2038,0.0
2039,12.0
2040,1.0
2041,12.0
2042,13.0
2043,0.0
2044,8.0
2045,19.0
2046,0.0
2047,0.0
2048,0.0
2049,16.0
2050,7.0
2051,0.0
2052,14.0
2053,0.0
2054,0.0
2055,14.0
2056,0.0
2057,24.0
2058,0.0
2059,0.0
2060,14.0
2061,11.0
2062,15.0
2063,0.0
2064,11.0
2065,11.0
2066,14.0
2067,14.0
2068,0.0
2069,11.0
2070,0.0
2071,0.0
2072,0.0
2073,12.0
2074,7.0
2075,12.0
2076,12.0
2077,0.0
2078,0.0
2079,12.0
2080,0.0
2081,13.0
2082,0.0
2083,14.0
2084,0.0
2085,22.0
2086,24.0
2087,12.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,12.0
2093,7.0
2094,18.0
2095,14.0
2096,0.0
2097,11.0
2098,12.0
2099,12.0
2100,12.0
2101,0.0
2102,12.0
2103,0.0
2104,8.0
2105,7.0
2106,12.0
2107,12.0
2108,14.0
2109,0.0
2110,1.0
2111,0.0
2112,12.0
2113,7.0
2114,0.0
2115,7.0
2116,12.0
2117,12.0
2118,13.0
2119,12.0
2120,0.0
2121,8.0
2122,0.0
2123,12.0
2124,8.0
2125,0.0
2126,0.0
2127,15.0
2128,7.0
2129,8.0
2130,0.0
2131,12.0
2132,0.0
2133,2.0
2134,7.0
2135,0.0
2136,12.0
2137,14.0
2138,0.0
2139,12.0
2140,0.0
